"","PROVINCIA","MUNICIPIO","ESTACION","ANNO","MES","DIA","As","BaP","Cd","Ni","Pb","PM2.5","PM10","LATITUD_G","LONGITUD_G","ZONA"
"1",12,32,5,2018,4,"29",NA,NA,NA,NA,NA,NA,14,39.895,-0.08778,"INDUSTRIAL"
"2",12,32,5,2018,4,"30",0.42,NA,0.04,0.82,0.01,NA,15,39.895,-0.08778,"INDUSTRIAL"
"3",12,32,5,2018,4,"31",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"4",12,32,5,2018,1,"01",0.28,NA,0.01,0.92,0.01,NA,6,39.895,-0.08778,"INDUSTRIAL"
"5",12,32,5,2018,5,"02",1.52,NA,0.25,1.65,0.01,NA,26,39.895,-0.08778,"INDUSTRIAL"
"6",12,32,5,2018,1,"02",NA,NA,NA,NA,NA,NA,5,39.895,-0.08778,"INDUSTRIAL"
"7",12,32,5,2018,1,"03",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"8",12,32,5,2018,5,"01",NA,0.04,NA,NA,NA,NA,15,39.895,-0.08778,"INDUSTRIAL"
"9",12,32,5,2018,1,"05",0.55,NA,0.08,0.5,0.01,NA,9,39.895,-0.08778,"INDUSTRIAL"
"10",12,32,5,2018,1,"06",NA,0.04,NA,NA,NA,NA,14,39.895,-0.08778,"INDUSTRIAL"
"11",12,32,5,2018,1,"07",0.7,NA,0.13,0.08,0.01,NA,8,39.895,-0.08778,"INDUSTRIAL"
"12",12,32,5,2018,1,"04",NA,0.04,NA,NA,NA,NA,9,39.895,-0.08778,"INDUSTRIAL"
"13",12,32,5,2018,4,"28",0.96,NA,0.11,6.45,0.01,NA,34,39.895,-0.08778,"INDUSTRIAL"
"14",12,32,5,2018,3,"31",0.28,NA,0.03,0.83,0.01,NA,13,39.895,-0.08778,"INDUSTRIAL"
"15",12,32,5,2018,4,"01",0.42,NA,0.67,1.67,0.02,NA,12,39.895,-0.08778,"INDUSTRIAL"
"16",12,32,5,2018,4,"02",0.56,NA,0.04,1.94,0.01,NA,19,39.895,-0.08778,"INDUSTRIAL"
"17",12,32,5,2018,4,"03",NA,0.04,NA,NA,NA,NA,31,39.895,-0.08778,"INDUSTRIAL"
"18",12,32,5,2018,4,"04",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"19",12,32,5,2018,4,"05",NA,NA,NA,NA,NA,8,NA,39.895,-0.08778,"INDUSTRIAL"
"20",12,32,5,2018,4,"06",NA,NA,NA,NA,NA,11,NA,39.895,-0.08778,"INDUSTRIAL"
"21",12,32,5,2018,4,"07",NA,NA,NA,NA,NA,5,NA,39.895,-0.08778,"INDUSTRIAL"
"22",12,32,5,2018,4,"08",NA,NA,NA,NA,NA,5,NA,39.895,-0.08778,"INDUSTRIAL"
"23",12,32,5,2018,4,"09",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"24",12,32,5,2018,4,"10",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"25",12,32,5,2018,4,"11",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"26",12,32,5,2018,4,"12",0.83,NA,0.19,0.84,0.01,NA,12,39.895,-0.08778,"INDUSTRIAL"
"27",12,32,5,2018,4,"13",1.52,NA,0.11,1.12,0.02,NA,17,39.895,-0.08778,"INDUSTRIAL"
"28",12,32,5,2018,4,"14",NA,0.04,NA,NA,NA,NA,21,39.895,-0.08778,"INDUSTRIAL"
"29",12,32,5,2018,4,"15",1.24,NA,0.14,1.4,0.02,NA,21,39.895,-0.08778,"INDUSTRIAL"
"30",12,32,5,2018,4,"16",0.97,NA,0.11,0.84,0.01,NA,16,39.895,-0.08778,"INDUSTRIAL"
"31",12,32,5,2018,4,"17",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"32",12,32,5,2018,4,"18",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"33",12,32,5,2018,4,"19",1.53,NA,0.18,4.32,0.01,NA,28,39.895,-0.08778,"INDUSTRIAL"
"34",12,32,5,2018,4,"20",1.53,NA,0.17,3.89,0.01,NA,35,39.895,-0.08778,"INDUSTRIAL"
"35",12,32,5,2018,4,"21",NA,NA,NA,NA,NA,NA,38,39.895,-0.08778,"INDUSTRIAL"
"36",12,32,5,2018,4,"22",NA,0.04,NA,NA,NA,NA,35,39.895,-0.08778,"INDUSTRIAL"
"37",12,32,5,2018,4,"23",NA,0.04,NA,NA,NA,NA,38,39.895,-0.08778,"INDUSTRIAL"
"38",12,32,5,2018,4,"24",NA,NA,NA,NA,NA,NA,37,39.895,-0.08778,"INDUSTRIAL"
"39",12,32,5,2018,4,"25",1.52,NA,0.37,2.47,0.02,NA,32,39.895,-0.08778,"INDUSTRIAL"
"40",12,32,5,2018,4,"26",0.97,NA,0.28,3.02,0.02,NA,36,39.895,-0.08778,"INDUSTRIAL"
"41",12,32,5,2018,4,"27",NA,NA,NA,NA,NA,NA,42,39.895,-0.08778,"INDUSTRIAL"
"42",12,32,5,2018,8,"24",NA,0.04,NA,NA,NA,NA,19,39.895,-0.08778,"INDUSTRIAL"
"43",12,32,5,2018,8,"25",0.83,NA,0.06,1.06,0.01,NA,22,39.895,-0.08778,"INDUSTRIAL"
"44",12,32,5,2018,8,"26",0.69,NA,0.06,0.92,0.01,NA,21,39.895,-0.08778,"INDUSTRIAL"
"45",12,32,5,2018,8,"27",NA,NA,NA,NA,NA,NA,22,39.895,-0.08778,"INDUSTRIAL"
"46",12,32,5,2018,8,"28",NA,NA,NA,NA,NA,NA,23,39.895,-0.08778,"INDUSTRIAL"
"47",12,32,5,2018,8,"29",1.39,NA,0.58,2.57,0.04,NA,34,39.895,-0.08778,"INDUSTRIAL"
"48",12,32,5,2018,8,"30",NA,NA,NA,NA,NA,NA,33,39.895,-0.08778,"INDUSTRIAL"
"49",12,32,5,2018,5,"03",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"50",12,32,5,2018,5,"04",NA,NA,NA,NA,NA,NA,9,39.895,-0.08778,"INDUSTRIAL"
"51",12,32,5,2018,5,"05",NA,NA,NA,NA,NA,15,NA,39.895,-0.08778,"INDUSTRIAL"
"52",12,32,5,2018,5,"06",NA,NA,NA,NA,NA,15,NA,39.895,-0.08778,"INDUSTRIAL"
"53",12,32,5,2018,5,"07",NA,NA,NA,NA,NA,15,NA,39.895,-0.08778,"INDUSTRIAL"
"54",12,32,5,2018,5,"08",NA,NA,NA,NA,NA,28,NA,39.895,-0.08778,"INDUSTRIAL"
"55",12,32,5,2018,5,"09",NA,NA,NA,NA,NA,22,NA,39.895,-0.08778,"INDUSTRIAL"
"56",12,32,5,2018,5,"10",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"57",12,32,5,2018,5,"11",NA,0.04,NA,NA,NA,NA,23,39.895,-0.08778,"INDUSTRIAL"
"58",12,32,5,2018,5,"12",1.1,NA,0.15,4.68,0.01,NA,27,39.895,-0.08778,"INDUSTRIAL"
"59",12,32,5,2018,5,"13",NA,NA,NA,NA,NA,NA,10,39.895,-0.08778,"INDUSTRIAL"
"60",12,32,5,2018,5,"14",0.56,NA,0.11,1.39,0.01,NA,15,39.895,-0.08778,"INDUSTRIAL"
"61",12,32,5,2018,5,"15",0.83,NA,0.17,1.67,0.01,NA,17,39.895,-0.08778,"INDUSTRIAL"
"62",12,32,5,2018,5,"16",0.69,NA,0.11,2.16,0.01,NA,15,39.895,-0.08778,"INDUSTRIAL"
"63",12,32,5,2018,5,"17",NA,0.04,NA,NA,NA,NA,15,39.895,-0.08778,"INDUSTRIAL"
"64",12,32,5,2018,5,"18",0.97,NA,0.14,2.7,0.01,NA,16,39.895,-0.08778,"INDUSTRIAL"
"65",12,32,5,2018,5,"19",NA,NA,NA,NA,NA,NA,21,39.895,-0.08778,"INDUSTRIAL"
"66",12,32,5,2018,5,"20",0.96,NA,0.14,1.46,0.01,NA,22,39.895,-0.08778,"INDUSTRIAL"
"67",12,32,5,2018,5,"21",NA,NA,NA,NA,NA,NA,22,39.895,-0.08778,"INDUSTRIAL"
"68",12,32,5,2018,5,"22",1.1,NA,0.3,3.11,0.02,NA,27,39.895,-0.08778,"INDUSTRIAL"
"69",12,32,5,2018,5,"23",1.24,NA,0.25,7.51,0.01,NA,27,39.895,-0.08778,"INDUSTRIAL"
"70",12,32,5,2018,5,"24",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"71",12,32,5,2018,5,"25",NA,0.04,NA,NA,NA,NA,27,39.895,-0.08778,"INDUSTRIAL"
"72",12,32,5,2018,5,"26",0.82,NA,0.08,4.08,0.01,NA,33,39.895,-0.08778,"INDUSTRIAL"
"73",12,32,5,2018,5,"27",NA,NA,NA,NA,NA,NA,19,39.895,-0.08778,"INDUSTRIAL"
"74",12,32,5,2018,5,"28",2.2,NA,0.39,1.34,0.02,NA,15,39.895,-0.08778,"INDUSTRIAL"
"75",12,32,5,2018,5,"29",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"76",12,32,5,2018,5,"30",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"77",12,32,5,2018,5,"31",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"78",12,32,5,2018,6,"01",NA,NA,NA,NA,NA,14,NA,39.895,-0.08778,"INDUSTRIAL"
"79",12,32,5,2018,6,"02",NA,NA,NA,NA,NA,11,NA,39.895,-0.08778,"INDUSTRIAL"
"80",12,32,5,2018,6,"03",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"81",12,32,5,2018,6,"04",NA,NA,NA,NA,NA,12,NA,39.895,-0.08778,"INDUSTRIAL"
"82",12,32,5,2018,6,"05",NA,NA,NA,NA,NA,8,NA,39.895,-0.08778,"INDUSTRIAL"
"83",12,32,5,2018,6,"06",NA,NA,NA,NA,NA,7,NA,39.895,-0.08778,"INDUSTRIAL"
"84",12,32,5,2018,6,"07",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"85",12,32,5,2018,6,"08",1.5,NA,0.18,4.77,0.01,NA,23,39.895,-0.08778,"INDUSTRIAL"
"86",12,32,5,2018,6,"09",1.09,NA,0.11,3.8,0.01,NA,20,39.895,-0.08778,"INDUSTRIAL"
"87",12,32,5,2018,6,"10",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"88",12,32,5,2018,6,"11",NA,0.04,NA,NA,NA,NA,15,39.895,-0.08778,"INDUSTRIAL"
"89",12,32,5,2018,6,"12",0.68,NA,0.09,1.63,0.01,NA,13,39.895,-0.08778,"INDUSTRIAL"
"90",12,32,5,2018,6,"13",0.69,NA,0.11,1.8,0.01,NA,21,39.895,-0.08778,"INDUSTRIAL"
"91",12,32,5,2018,6,"14",0.56,NA,0.13,1.53,0.01,NA,16,39.895,-0.08778,"INDUSTRIAL"
"92",12,32,5,2018,6,"15",0.97,NA,0.15,3.06,0.01,NA,23,39.895,-0.08778,"INDUSTRIAL"
"93",12,32,5,2018,6,"16",NA,NA,NA,NA,NA,NA,19,39.895,-0.08778,"INDUSTRIAL"
"94",12,32,5,2018,6,"17",NA,NA,NA,NA,NA,NA,17,39.895,-0.08778,"INDUSTRIAL"
"95",12,32,5,2018,6,"18",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"96",12,32,5,2018,6,"19",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"97",12,32,5,2018,6,"20",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"98",12,32,5,2018,6,"21",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"99",12,32,5,2018,6,"22",1.8,NA,0.3,3.3,0.02,NA,28,39.895,-0.08778,"INDUSTRIAL"
"100",12,32,5,2018,6,"23",0.83,NA,0.1,2.47,0.01,NA,19,39.895,-0.08778,"INDUSTRIAL"
"101",12,32,5,2018,6,"24",NA,NA,NA,NA,NA,NA,26,39.895,-0.08778,"INDUSTRIAL"
"102",12,32,5,2018,6,"25",0.83,NA,0.14,2.47,0.01,NA,24,39.895,-0.08778,"INDUSTRIAL"
"103",12,32,5,2018,6,"26",0.83,NA,0.11,2.48,0.01,NA,23,39.895,-0.08778,"INDUSTRIAL"
"104",12,32,5,2018,6,"27",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"105",12,32,5,2018,6,"28",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"106",12,32,5,2018,6,"29",NA,NA,NA,NA,NA,12,NA,39.895,-0.08778,"INDUSTRIAL"
"107",12,32,5,2018,6,"30",NA,NA,NA,NA,NA,13,NA,39.895,-0.08778,"INDUSTRIAL"
"108",12,32,5,2018,6,"31",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"109",12,32,5,2018,7,"01",NA,NA,NA,NA,NA,16,NA,39.895,-0.08778,"INDUSTRIAL"
"110",12,32,5,2018,7,"02",NA,NA,NA,NA,NA,17,NA,39.895,-0.08778,"INDUSTRIAL"
"111",12,32,5,2018,7,"03",NA,NA,NA,NA,NA,17,NA,39.895,-0.08778,"INDUSTRIAL"
"112",12,32,5,2018,7,"04",NA,NA,NA,NA,NA,19,NA,39.895,-0.08778,"INDUSTRIAL"
"113",12,32,5,2018,7,"05",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"114",12,32,5,2018,7,"06",0.55,NA,0.11,1.32,0.01,NA,23,39.895,-0.08778,"INDUSTRIAL"
"115",12,32,5,2018,7,"07",0.97,NA,0.29,2.56,0.02,NA,20,39.895,-0.08778,"INDUSTRIAL"
"116",12,32,5,2018,7,"08",NA,NA,NA,NA,NA,NA,20,39.895,-0.08778,"INDUSTRIAL"
"117",12,32,5,2018,7,"09",0.83,NA,0.15,1.45,0.01,NA,28,39.895,-0.08778,"INDUSTRIAL"
"118",12,32,5,2018,7,"10",1.38,NA,0.12,2.82,0.01,NA,26,39.895,-0.08778,"INDUSTRIAL"
"119",12,32,5,2018,7,"11",NA,NA,NA,NA,NA,NA,26,39.895,-0.08778,"INDUSTRIAL"
"120",12,32,5,2018,7,"12",1.1,NA,0.11,2.08,0.01,NA,20,39.895,-0.08778,"INDUSTRIAL"
"121",12,32,5,2018,7,"13",0.55,NA,0.07,2.5,0.01,NA,20,39.895,-0.08778,"INDUSTRIAL"
"122",12,32,5,2018,7,"14",NA,0.04,NA,NA,NA,NA,24,39.895,-0.08778,"INDUSTRIAL"
"123",12,32,5,2018,7,"15",1.24,NA,0.19,5.1,0.01,NA,32,39.895,-0.08778,"INDUSTRIAL"
"124",12,32,5,2018,7,"16",NA,NA,NA,NA,NA,NA,25,39.895,-0.08778,"INDUSTRIAL"
"125",12,32,5,2018,7,"17",0.83,NA,0.21,1.26,0.01,NA,18,39.895,-0.08778,"INDUSTRIAL"
"126",12,32,5,2018,7,"18",1.24,NA,0.21,2.78,0.02,NA,22,39.895,-0.08778,"INDUSTRIAL"
"127",12,32,5,2018,7,"19",NA,NA,NA,NA,NA,NA,23,39.895,-0.08778,"INDUSTRIAL"
"128",12,32,5,2018,7,"20",0.96,NA,0.15,2.21,0.01,NA,27,39.895,-0.08778,"INDUSTRIAL"
"129",12,32,5,2018,7,"21",0.69,NA,0.08,1.26,0.01,NA,16,39.895,-0.08778,"INDUSTRIAL"
"130",12,32,5,2018,7,"22",NA,0.04,NA,NA,NA,NA,13,39.895,-0.08778,"INDUSTRIAL"
"131",12,32,5,2018,7,"23",NA,0.04,NA,NA,NA,NA,19,39.895,-0.08778,"INDUSTRIAL"
"132",12,32,5,2018,7,"24",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"133",12,32,5,2018,7,"25",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"134",12,32,5,2018,7,"26",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"135",12,32,5,2018,7,"27",NA,NA,NA,NA,NA,17,NA,39.895,-0.08778,"INDUSTRIAL"
"136",12,32,5,2018,7,"28",NA,NA,NA,NA,NA,21,NA,39.895,-0.08778,"INDUSTRIAL"
"137",12,32,5,2018,7,"29",NA,NA,NA,NA,NA,22,NA,39.895,-0.08778,"INDUSTRIAL"
"138",12,32,5,2018,7,"30",NA,NA,NA,NA,NA,17,NA,39.895,-0.08778,"INDUSTRIAL"
"139",12,32,5,2018,7,"31",NA,NA,NA,NA,NA,18,NA,39.895,-0.08778,"INDUSTRIAL"
"140",12,32,5,2018,8,"01",NA,NA,NA,NA,NA,15,NA,39.895,-0.08778,"INDUSTRIAL"
"141",12,32,5,2018,8,"02",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"142",12,32,5,2018,8,"03",1.1,NA,0.27,4.6,0.02,NA,25,39.895,-0.08778,"INDUSTRIAL"
"143",12,32,5,2018,8,"04",0.82,NA,0.19,3.07,0.01,NA,27,39.895,-0.08778,"INDUSTRIAL"
"144",12,32,5,2018,8,"05",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"145",12,32,5,2018,8,"06",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"146",12,32,5,2018,8,"07",NA,NA,NA,NA,NA,NA,29,39.895,-0.08778,"INDUSTRIAL"
"147",12,32,5,2018,8,"08",NA,0.04,NA,NA,NA,NA,25,39.895,-0.08778,"INDUSTRIAL"
"148",12,32,5,2018,8,"09",0.69,NA,0.19,2.21,0.02,NA,19,39.895,-0.08778,"INDUSTRIAL"
"149",12,32,5,2018,8,"10",0.28,NA,0.03,1.12,0.01,NA,13,39.895,-0.08778,"INDUSTRIAL"
"150",12,32,5,2018,8,"11",NA,NA,NA,NA,NA,NA,14,39.895,-0.08778,"INDUSTRIAL"
"151",12,32,5,2018,8,"12",NA,NA,NA,NA,NA,NA,15,39.895,-0.08778,"INDUSTRIAL"
"152",12,32,5,2018,8,"13",0.69,NA,0.14,2.63,0.01,NA,16,39.895,-0.08778,"INDUSTRIAL"
"153",12,32,5,2018,8,"14",NA,NA,NA,NA,NA,NA,13,39.895,-0.08778,"INDUSTRIAL"
"154",12,32,5,2018,8,"15",0.28,NA,0.03,1.54,0.01,NA,9,39.895,-0.08778,"INDUSTRIAL"
"155",12,32,5,2018,8,"16",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"156",12,32,5,2018,8,"17",NA,NA,NA,NA,NA,NA,12,39.895,-0.08778,"INDUSTRIAL"
"157",12,32,5,2018,8,"18",0.42,NA,0.03,0.67,0.01,NA,6,39.895,-0.08778,"INDUSTRIAL"
"158",12,32,5,2018,8,"19",NA,NA,NA,NA,NA,NA,12,39.895,-0.08778,"INDUSTRIAL"
"159",12,32,5,2018,8,"20",0.55,NA,0.08,1.49,0.01,NA,17,39.895,-0.08778,"INDUSTRIAL"
"160",12,32,5,2018,8,"21",NA,NA,NA,NA,NA,NA,22,39.895,-0.08778,"INDUSTRIAL"
"161",12,32,5,2018,8,"22",NA,NA,NA,NA,NA,NA,27,39.895,-0.08778,"INDUSTRIAL"
"162",12,32,5,2018,8,"23",1.24,NA,0.07,1.62,0.01,NA,25,39.895,-0.08778,"INDUSTRIAL"
"163",12,32,5,2018,11,"28",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"164",12,32,5,2018,11,"29",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"165",12,32,5,2018,11,"30",NA,0.14,NA,NA,NA,NA,25,39.895,-0.08778,"INDUSTRIAL"
"166",12,32,5,2018,11,"31",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"167",12,32,5,2018,12,"01",1.15,NA,0.23,0.85,0.02,NA,22,39.895,-0.08778,"INDUSTRIAL"
"168",12,32,5,2018,12,"02",NA,NA,NA,NA,NA,NA,23,39.895,-0.08778,"INDUSTRIAL"
"169",12,32,5,2018,12,"03",2.43,NA,0.4,2.56,0.04,NA,37,39.895,-0.08778,"INDUSTRIAL"
"170",12,32,5,2018,8,"31",NA,NA,NA,NA,NA,NA,35,39.895,-0.08778,"INDUSTRIAL"
"171",12,32,5,2018,9,"01",NA,0.04,NA,NA,NA,NA,22,39.895,-0.08778,"INDUSTRIAL"
"172",12,32,5,2018,9,"02",1.11,NA,0.1,1.46,0.01,NA,22,39.895,-0.08778,"INDUSTRIAL"
"173",12,32,5,2018,9,"03",1.11,NA,0.17,2.43,0.01,NA,22,39.895,-0.08778,"INDUSTRIAL"
"174",12,32,5,2018,9,"04",NA,0.04,NA,NA,NA,NA,24,39.895,-0.08778,"INDUSTRIAL"
"175",12,32,5,2018,9,"05",NA,0.04,NA,NA,NA,NA,33,39.895,-0.08778,"INDUSTRIAL"
"176",12,32,5,2018,9,"06",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"177",12,32,5,2018,9,"07",NA,NA,NA,NA,NA,11,NA,39.895,-0.08778,"INDUSTRIAL"
"178",12,32,5,2018,9,"08",NA,NA,NA,NA,NA,10,NA,39.895,-0.08778,"INDUSTRIAL"
"179",12,32,5,2018,9,"09",NA,NA,NA,NA,NA,9,NA,39.895,-0.08778,"INDUSTRIAL"
"180",12,32,5,2018,9,"10",NA,NA,NA,NA,NA,11,NA,39.895,-0.08778,"INDUSTRIAL"
"181",12,32,5,2018,9,"11",NA,NA,NA,NA,NA,14,NA,39.895,-0.08778,"INDUSTRIAL"
"182",12,32,5,2018,9,"12",NA,NA,NA,NA,NA,15,NA,39.895,-0.08778,"INDUSTRIAL"
"183",12,32,5,2018,9,"13",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"184",12,32,5,2018,9,"14",1.4,NA,0.32,2.15,0.02,NA,25,39.895,-0.08778,"INDUSTRIAL"
"185",12,32,5,2018,9,"15",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"186",12,32,5,2018,9,"16",NA,NA,NA,NA,NA,NA,10,39.895,-0.08778,"INDUSTRIAL"
"187",12,32,5,2018,9,"17",1.82,NA,0.17,1.46,0.01,NA,17,39.895,-0.08778,"INDUSTRIAL"
"188",12,32,5,2018,9,"18",NA,0.04,NA,NA,NA,NA,14,39.895,-0.08778,"INDUSTRIAL"
"189",12,32,5,2018,9,"19",1.27,NA,0.17,1.87,0.05,NA,21,39.895,-0.08778,"INDUSTRIAL"
"190",12,32,5,2018,9,"20",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"191",12,32,5,2018,9,"21",1.82,NA,0.25,2.7,0.09,NA,26,39.895,-0.08778,"INDUSTRIAL"
"192",12,32,5,2018,9,"22",NA,NA,NA,NA,NA,NA,26,39.895,-0.08778,"INDUSTRIAL"
"193",12,32,5,2018,9,"23",NA,NA,NA,NA,NA,NA,21,39.895,-0.08778,"INDUSTRIAL"
"194",12,32,5,2018,9,"24",1.12,NA,0.21,1.3,0.02,NA,14,39.895,-0.08778,"INDUSTRIAL"
"195",12,32,5,2018,9,"25",0.71,NA,0.06,0.75,0.01,NA,22,39.895,-0.08778,"INDUSTRIAL"
"196",12,32,5,2018,9,"26",NA,0.35,NA,NA,NA,NA,27,39.895,-0.08778,"INDUSTRIAL"
"197",12,32,5,2018,9,"27",1.13,NA,0.07,1.32,0.01,NA,20,39.895,-0.08778,"INDUSTRIAL"
"198",12,32,5,2018,9,"28",1.41,NA,0.14,1.59,0.01,NA,27,39.895,-0.08778,"INDUSTRIAL"
"199",12,32,5,2018,9,"29",0.98,NA,0.15,1.59,0.01,NA,17,39.895,-0.08778,"INDUSTRIAL"
"200",12,32,5,2018,9,"30",NA,NA,NA,NA,NA,NA,16,39.895,-0.08778,"INDUSTRIAL"
"201",12,32,5,2018,9,"31",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"202",12,32,5,2018,1,"08",0.99,NA,0.21,1.07,0.02,NA,16,39.895,-0.08778,"INDUSTRIAL"
"203",12,32,5,2018,1,"09",NA,0.18,NA,NA,NA,NA,15,39.895,-0.08778,"INDUSTRIAL"
"204",12,32,5,2018,1,"10",1.4,NA,0.14,1.49,0.01,NA,17,39.895,-0.08778,"INDUSTRIAL"
"205",12,32,5,2018,1,"11",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"206",12,32,5,2018,1,"12",NA,NA,NA,NA,NA,9,NA,39.895,-0.08778,"INDUSTRIAL"
"207",12,32,5,2018,1,"13",NA,NA,NA,NA,NA,10,NA,39.895,-0.08778,"INDUSTRIAL"
"208",12,32,5,2018,1,"14",NA,NA,NA,NA,NA,8,NA,39.895,-0.08778,"INDUSTRIAL"
"209",12,32,5,2018,1,"15",NA,NA,NA,NA,NA,12,NA,39.895,-0.08778,"INDUSTRIAL"
"210",12,32,5,2018,1,"16",NA,NA,NA,NA,NA,11,NA,39.895,-0.08778,"INDUSTRIAL"
"211",12,32,5,2018,1,"17",NA,NA,NA,NA,NA,11,NA,39.895,-0.08778,"INDUSTRIAL"
"212",12,32,5,2018,1,"18",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"213",12,32,5,2018,1,"19",NA,NA,NA,NA,NA,NA,27,39.895,-0.08778,"INDUSTRIAL"
"214",12,32,5,2018,1,"20",0.56,NA,0.15,0.7,0.01,NA,9,39.895,-0.08778,"INDUSTRIAL"
"215",12,32,5,2018,1,"21",NA,NA,NA,NA,NA,NA,3,39.895,-0.08778,"INDUSTRIAL"
"216",12,32,5,2018,1,"22",0.83,NA,0.19,1.11,0.08,NA,14,39.895,-0.08778,"INDUSTRIAL"
"217",12,32,5,2018,1,"23",NA,0.15,NA,NA,NA,NA,18,39.895,-0.08778,"INDUSTRIAL"
"218",12,32,5,2018,1,"24",NA,NA,NA,NA,NA,NA,25,39.895,-0.08778,"INDUSTRIAL"
"219",12,32,5,2018,1,"25",2.39,NA,0.27,3.91,0.02,NA,47,39.895,-0.08778,"INDUSTRIAL"
"220",12,32,5,2018,1,"26",0.85,NA,0.1,0.96,0.01,NA,14,39.895,-0.08778,"INDUSTRIAL"
"221",12,32,5,2018,1,"27",NA,NA,NA,NA,NA,NA,8,39.895,-0.08778,"INDUSTRIAL"
"222",12,32,5,2018,1,"28",NA,NA,NA,NA,NA,NA,19,39.895,-0.08778,"INDUSTRIAL"
"223",12,32,5,2018,1,"29",2.55,NA,0.37,0.82,0.03,NA,21,39.895,-0.08778,"INDUSTRIAL"
"224",12,32,5,2018,1,"30",NA,NA,NA,NA,NA,NA,31,39.895,-0.08778,"INDUSTRIAL"
"225",12,32,5,2018,1,"31",NA,0.14,NA,NA,NA,NA,25,39.895,-0.08778,"INDUSTRIAL"
"226",12,32,5,2018,10,"01",1.12,NA,0.15,1.03,0.01,NA,20,39.895,-0.08778,"INDUSTRIAL"
"227",12,32,5,2018,10,"02",NA,NA,NA,NA,NA,NA,20,39.895,-0.08778,"INDUSTRIAL"
"228",12,32,5,2018,10,"03",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
"229",12,32,5,2018,10,"04",NA,NA,NA,NA,NA,NA,NA,39.895,-0.08778,"INDUSTRIAL"
