PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
1;59;8;30;01059008_30_59;2019;1;27;1.11;0.94;1.12;1.26;1.35;0.82;0.33;0.28;0.31;0.25;0.3;0.31;0.3;0.29;0.29;0.33;0.29;0.32;0.34;0.4;0.39;0.35;0.35;0.33
1;59;8;30;01059008_30_59;2019;1;30;0.26;0.25;0.31;0.29;0.26;0.3;0.31;0.44;0.45;0.35;0.31;0.31;0.32;0.25;0.24;0.23;0.28;0.28;0.29;0.35;0.32;0.32;0.31;0.32
1;59;8;30;01059008_30_59;2019;2;3;0.45;0.38;0.41;0.42;0.41;0.43;0.45;0.43;0.45;0.4;0.45;0.48;0.56;0.46;0.43;0.45;0.43;0.5;0.78;0.6;0.59;0.56;0.51;0.49
1;59;8;30;01059008_30_59;2019;2;6;0.74;0.71;0.85;0.7;0.56;0.96;0.93;0.78;1.01;1.31;1.25;1.58;2.26;2.29;1.32;0.48;0.28;0.2;0.52;0.46;0.73;1.06;1.86;2.03
1;59;8;30;01059008_30_59;2019;2;9;0.37;0.53;0.37;0.38;0.38;0.44;0.45;0.53;0.48;0.47;0.47;0.41;0.33;0.3;0.26;0.25;0.3;0.27;0.34;0.46;0.52;0.42;0.28;0.28
1;59;8;30;01059008_30_59;2019;2;10;0.25;0.25;0.21;0.2;0.2;0.23;0.19;0.19;0.18;0.18;0.22;0.21;0.21;0.32;0.25;0.24;0.28;0.32;0.28;0.37;0.33;0.29;0.23;0.23
1;59;8;30;01059008_30_59;2019;2;12;0.41;0.38;0.38;0.47;0.59;0.64;0.68;2.25;1.17;0.75;0.91;0.96;1.21;0.97;0.8;0.63;0.68;0.72;1.16;1.63;1.75;1.57;2.2;1.92
1;59;8;30;01059008_30_59;2019;2;14;1.16;1.08;0.83;0.74;0.75;0.83;1.05;1.28;1.68;1.15;0.73;0.57;0.39;0.37;0.33;0.32;0.42;0.43;0.45;0.86;0.54;0.73;1.35;1.76
1;59;8;30;01059008_30_59;2019;2;15;0.97;0.66;0.6;0.53;0.48;0.94;0.78;0.72;1.14;2.14;1.27;0.93;0.66;0.66;0.46;0.41;0.32;0.33;0.77;1.16;1.08;1.95;5.05;1.51
1;59;8;30;01059008_30_59;2019;2;17;0.52;0.58;0.48;0.41;0.4;0.37;0.32;0.4;0.36;0.35;0.32;0.4;0.24;0.28;0.22;0.25;0.22;0.28;0.31;0.51;0.31;0.34;0.4;0.43
1;59;8;30;01059008_30_59;2019;2;18;0.39;0.29;0.3;0.38;0.42;0.58;0.76;1.07;1.2;0.87;0.52;0.49;0.52;0.34;0.34;0.3;0.37;0.35;0.57;0.53;0.92;0.7;0.53;0.49
1;59;8;30;01059008_30_59;2019;2;19;0.41;0.41;0.36;0.25;0.33;0.46;0.61;0.58;0.47;0.36;0.36;0.35;0.36;0.41;0.38;0.38;0.46;0.47;0.59;0.96;1.32;1.88;1.72;1.21
1;59;8;30;01059008_30_59;2019;2;20;0.74;0.79;0.99;0.64;0.58;0.89;1.51;2.05;1.69;1.61;0.68;0.78;0.63;0.5;0.5;0.43;0.43;0.56;0.54;0.77;0.72;0.94;1.73;1.4
1;59;8;30;01059008_30_59;2019;2;22;0.99;1.26;2.37;1.36;1.41;1.91;2.67;3.18;;;3.1;2.55;1.54;0.97;0.31;0.23;0.27;0.32;0.79;0.85;2.06;2.03;3.46;4.8
1;59;8;30;01059008_30_59;2019;2;24;0.92;1.15;1.57;1.01;1.0;0.99;1.37;1.21;1.07;1.18;1.07;0.9;0.44;0.59;0.43;0.38;0.37;0.38;0.48;1.08;1.1;1.14;1.19;1.45
1;59;8;30;01059008_30_59;2019;2;25;1.54;1.23;1.66;1.32;1.02;2.16;1.97;1.47;2.93;2.3;1.35;0.65;0.65;0.5;0.49;0.45;0.38;0.63;1.08;1.72;1.74;2.08;1.63;2.05
1;59;8;30;01059008_30_59;2019;2;26;2.71;1.95;1.31;1.13;0.93;1.01;1.44;2.41;2.41;2.02;1.01;0.75;0.71;0.41;0.97;0.31;0.53;0.67;0.45;0.8;1.05;0.97;0.64;0.63
1;59;8;30;01059008_30_59;2019;2;27;0.61;0.64;0.84;1.0;1.13;2.37;3.57;3.86;4.6;4.25;3.32;2.51;2.34;1.59;0.31;0.31;0.26;0.3;0.88;0.76;0.51;0.46;0.45;0.38
1;59;8;30;01059008_30_59;2019;3;2;0.96;1.05;1.29;1.5;1.33;1.13;1.06;1.12;1.35;1.45;0.83;0.5;0.28;0.32;0.29;0.38;0.76;0.51;0.54;0.68;0.91;1.43;1.72;1.65
1;59;8;30;01059008_30_59;2019;3;7;0.23;0.28;0.29;0.5;0.28;0.3;0.32;0.36;0.33;;;;0.39;0.29;0.27;0.28;0.3;0.29;0.33;0.36;0.35;0.36;0.3;0.27
1;59;8;30;01059008_30_59;2019;3;11;0.2;0.31;0.34;0.27;0.31;0.25;0.28;0.54;1.23;0.46;0.33;0.67;0.3;0.3;0.28;0.29;0.41;0.37;0.54;0.75;0.67;0.97;0.98;0.81
1;59;8;30;01059008_30_59;2019;3;12;1.13;1.2;1.37;1.22;1.32;1.56;2.14;2.88;2.82;1.82;1.22;0.33;0.32;0.36;0.32;0.41;0.27;0.26;0.74;0.5;0.34;0.42;0.37;0.29
1;59;8;30;01059008_30_59;2019;3;13;0.3;0.29;0.24;0.24;0.24;0.32;0.6;0.88;0.4;0.31;0.32;0.28;0.31;0.27;0.28;0.27;0.32;0.37;0.31;0.34;0.31;0.34;0.31;0.36
1;59;8;30;01059008_30_59;2019;3;14;0.27;0.28;0.24;0.23;0.25;0.28;0.24;0.47;0.76;0.47;0.32;0.23;0.26;0.36;0.32;0.31;0.33;0.36;0.59;0.57;0.53;0.53;0.52;0.5
1;59;8;30;01059008_30_59;2019;3;15;0.31;0.34;0.57;0.5;0.48;0.48;0.68;1.99;2.68;1.57;0.33;0.29;0.3;0.34;0.37;0.3;0.33;0.33;0.37;0.38;0.37;0.42;0.32;0.43
1;59;8;30;01059008_30_59;2019;3;16;0.68;1.09;0.88;0.7;0.57;0.73;1.28;0.97;0.62;1.49;1.97;2.32;2.46;0.49;0.23;0.18;0.14;0.15;0.18;0.28;0.37;0.45;0.8;0.81
1;59;8;30;01059008_30_59;2019;3;19;0.25;0.27;0.24;0.24;0.24;0.25;0.27;0.25;0.26;0.25;0.26;0.36;0.37;0.29;0.3;0.33;0.32;0.32;0.43;0.78;0.67;0.49;0.32;0.31
1;59;8;30;01059008_30_59;2019;3;20;0.28;0.26;0.3;0.27;0.45;0.44;0.31;0.43;0.38;0.38;0.41;;0.4;0.39;0.36;0.95;0.99;0.41;0.39;0.44;0.43;0.35;0.33;0.35
1;59;8;30;01059008_30_59;2019;3;21;0.32;0.37;0.45;0.83;1.11;0.79;1.32;1.17;1.06;0.97;0.42;0.38;0.41;0.45;0.75;0.38;0.41;0.39;0.46;0.46;0.41;0.44;0.51;0.5
1;59;8;30;01059008_30_59;2019;3;22;0.9;0.96;0.96;1.26;1.28;0.92;1.33;1.07;2.0;2.34;4.71;1.89;1.95;0.99;1.18;0.28;0.25;0.34;0.44;0.5;0.49;0.46;0.84;0.67
1;59;8;30;01059008_30_59;2019;3;23;1.38;1.2;1.33;1.27;0.8;1.19;1.66;1.85;1.34;1.54;1.22;0.66;0.48;0.37;0.25;0.22;0.3;0.49;0.38;0.44;0.77;1.43;1.44;1.01
1;59;8;30;01059008_30_59;2019;3;25;0.33;0.38;0.35;0.33;0.29;0.3;0.32;0.36;0.45;0.39;0.41;0.48;0.42;0.35;0.32;0.32;0.32;0.34;0.37;0.51;0.42;0.34;0.29;0.27
1;59;8;30;01059008_30_59;2019;3;28;0.73;0.37;0.3;0.3;0.44;0.4;0.97;2.97;0.53;0.41;0.42;0.39;0.42;0.55;0.38;0.37;0.45;0.37;0.4;0.35;0.38;0.45;0.4;0.44
1;59;8;30;01059008_30_59;2019;3;29;0.51;0.52;0.51;0.49;0.72;1.41;2.35;1.13;1.19;0.61;0.52;0.5;0.38;0.28;0.28;0.29;0.31;0.37;0.31;0.36;0.37;0.33;0.28;0.42
1;59;8;30;01059008_30_59;2019;4;2;0.48;0.45;0.4;0.44;0.45;0.82;1.72;2.35;1.74;2.26;0.71;;;;0.32;0.33;0.34;0.31;0.33;0.38;0.35;0.28;0.22;0.28
1;59;8;30;01059008_30_59;2019;4;3;0.28;0.3;0.19;0.15;0.17;0.22;0.26;0.28;0.25;0.22;0.23;0.24;0.24;0.25;0.24;0.33;0.24;0.2;0.23;0.22;0.21;0.25;0.25;0.24
1;59;8;30;01059008_30_59;2019;4;4;0.26;0.33;0.25;0.28;0.32;0.27;0.33;0.39;0.35;0.24;0.25;0.23;0.56;0.19;0.19;0.19;0.2;0.21;0.21;0.21;0.22;0.17;0.24;0.19
1;59;8;30;01059008_30_59;2019;4;5;0.18;0.22;0.21;0.2;0.23;0.3;0.49;0.51;0.41;0.36;0.28;0.76;0.23;0.25;0.21;0.22;0.21;0.25;0.27;0.71;0.61;0.8;0.87;0.35
1;59;8;30;01059008_30_59;2019;4;6;0.33;0.4;0.28;0.26;0.33;0.32;0.36;0.28;0.27;0.3;0.27;0.26;0.25;0.21;0.19;0.21;0.23;0.25;0.28;0.28;0.26;0.25;0.26;0.26
1;59;8;30;01059008_30_59;2019;4;7;0.26;0.24;0.21;0.22;0.25;0.29;0.4;0.26;0.28;0.25;0.23;0.2;0.2;0.2;0.18;0.21;0.23;0.23;0.2;0.28;0.25;0.19;0.19;0.2
1;59;8;30;01059008_30_59;2019;4;10;0.36;0.31;0.24;0.5;0.58;0.68;1.16;1.58;0.97;1.1;0.32;0.4;0.33;0.33;0.28;0.41;0.53;0.3;0.31;0.37;0.33;0.27;0.23;0.21
1;59;8;30;01059008_30_59;2019;4;12;0.28;0.21;0.21;0.24;0.3;0.37;0.5;0.43;0.44;0.36;0.42;0.36;0.33;0.44;0.29;0.28;0.3;0.32;0.4;0.37;0.61;0.63;0.54;0.54
1;59;8;30;01059008_30_59;2019;4;14;0.93;0.5;0.6;0.54;0.72;1.18;0.59;0.72;1.19;0.9;0.42;0.21;0.16;0.18;0.26;0.22;0.29;0.3;0.22;0.26;0.29;0.45;0.56;0.73
1;59;8;30;01059008_30_59;2019;4;15;0.37;0.45;0.54;0.52;1.53;3.0;2.17;1.73;0.88;0.45;0.29;0.19;0.22;0.2;0.22;0.26;0.22;0.46;0.25;0.42;1.11;0.81;0.3;0.18
1;59;8;30;01059008_30_59;2019;4;16;0.18;0.19;0.24;0.59;0.59;0.73;0.75;1.01;0.87;0.5;0.32;0.23;11.95;0.37;0.23;0.2;0.23;0.26;0.26;0.32;0.42;0.35;0.59;0.66
1;59;8;30;01059008_30_59;2019;4;18;0.23;0.19;0.19;0.18;0.18;0.21;0.22;0.23;0.25;0.31;0.31;0.39;0.24;0.19;0.18;0.2;0.27;0.3;0.27;0.24;0.3;0.34;0.25;0.28
1;59;8;30;01059008_30_59;2019;4;19;0.31;0.23;0.2;0.25;0.22;0.22;0.21;0.28;3.32;0.98;0.3;0.27;0.21;0.21;0.19;0.21;0.22;0.29;0.3;0.31;0.32;0.4;0.74;0.59
1;59;8;30;01059008_30_59;2019;4;20;0.47;0.4;0.36;0.58;0.56;0.6;0.5;0.6;0.72;0.78;0.28;0.3;0.33;0.3;0.29;0.25;0.26;0.25;0.26;0.27;0.3;0.29;0.29;0.3
1;59;8;30;01059008_30_59;2019;4;21;0.29;0.36;0.31;0.29;0.32;0.3;0.33;0.3;0.29;0.27;0.26;0.25;0.26;0.23;0.2;0.44;0.48;0.38;0.35;0.29;0.32;0.29;0.28;0.28
1;59;8;30;01059008_30_59;2019;4;22;0.31;0.26;0.27;0.31;0.35;0.31;0.31;0.32;0.3;0.49;0.54;0.34;0.2;0.27;0.2;0.21;0.2;0.19;0.25;0.38;0.36;0.25;0.36;0.31
1;59;8;30;01059008_30_59;2019;4;24;0.12;0.1;0.08;0.1;0.16;0.16;0.15;0.18;0.18;0.18;0.16;0.15;0.18;0.19;0.18;0.19;0.2;0.21;0.14;0.13;0.11;0.08;0.08;0.2
1;59;8;30;01059008_30_59;2019;4;25;0.12;0.1;0.08;0.11;0.12;0.15;0.16;0.17;0.14;0.12;0.14;0.15;0.15;0.15;0.12;0.14;0.14;0.14;0.13;0.14;0.14;0.13;0.15;0.1
1;59;8;30;01059008_30_59;2019;4;26;0.12;0.13;0.13;0.12;0.13;0.14;0.16;0.18;0.19;0.22;0.22;0.17;0.28;0.34;0.26;0.27;0.35;0.23;0.26;0.24;0.26;0.35;0.39;0.25
1;59;8;30;01059008_30_59;2019;1;5;2.58;1.99;1.23;1.57;1.4;1.49;1.64;1.87;1.78;1.61;2.5;2.44;2.48;2.54;1.7;0.74;0.41;0.6;0.97;1.44;1.69;1.82;2.72;2.45
1;59;8;30;01059008_30_59;2019;1;7;0.39;0.39;0.36;0.33;0.31;0.38;0.37;0.45;0.45;0.43;0.62;0.51;0.4;0.41;0.44;0.52;0.45;0.54;0.39;0.44;0.39;0.39;0.38;0.39
1;59;8;30;01059008_30_59;2019;1;9;0.35;0.31;0.3;0.32;0.39;0.51;0.55;0.66;0.66;0.62;0.43;0.42;0.38;0.34;0.33;0.35;0.46;0.38;0.38;0.42;0.37;0.37;0.32;0.32
1;59;8;30;01059008_30_59;2019;1;11;0.29;0.29;0.32;0.29;0.29;0.34;0.38;0.67;0.66;0.65;0.39;0.4;0.53;0.55;0.57;0.49;0.41;0.73;0.72;0.5;0.52;0.62;0.64;0.55
1;59;8;30;01059008_30_59;2019;1;14;0.2;0.18;0.2;0.19;0.19;0.18;0.22;0.3;0.29;0.43;0.25;0.21;0.32;3.02;0.41;0.31;0.32;0.33;0.34;0.55;0.42;0.52;0.32;0.32
1;59;8;30;01059008_30_59;2019;1;15;0.34;0.31;0.28;0.26;0.22;0.28;0.28;0.37;0.36;0.52;0.37;0.37;0.42;0.5;0.75;0.33;0.27;1.0;1.14;1.14;2.85;3.05;3.11;1.82
1;59;8;30;01059008_30_59;2019;1;17;0.98;0.92;0.97;0.52;0.52;0.83;3.59;1.35;0.61;0.49;0.33;0.26;0.27;0.27;0.25;0.4;0.34;0.29;0.31;0.52;0.33;0.36;0.5;0.31
1;59;8;30;01059008_30_59;2019;1;18;0.27;0.23;0.26;0.43;0.6;0.56;0.54;1.57;2.84;10.3;4.39;5.96;1.69;0.83;0.36;0.32;0.33;0.43;0.5;0.55;0.53;0.43;0.31;0.3
1;59;8;30;01059008_30_59;2019;1;19;0.28;0.3;0.31;0.28;0.28;0.28;0.25;0.28;0.31;0.43;0.34;0.32;0.29;0.29;0.28;0.26;0.25;0.25;0.4;0.41;0.53;0.49;0.64;0.69
1;59;8;30;01059008_30_59;2019;1;20;0.56;0.45;0.47;0.45;0.38;0.44;0.43;0.33;0.24;0.19;0.21;0.22;0.24;0.28;0.34;0.25;0.24;0.45;0.44;0.37;0.41;0.32;0.35;0.24
1;59;8;30;01059008_30_59;2019;1;21;0.24;0.2;0.23;0.27;0.29;0.4;0.38;0.45;0.41;0.51;0.68;0.5;0.38;0.4;0.38;0.35;0.37;0.4;0.78;0.54;0.46;0.47;0.42;0.41
1;59;8;30;01059008_30_59;2019;1;22;0.3;0.29;0.31;0.46;0.45;0.41;1.48;1.55;0.64;0.44;0.79;0.37;0.36;0.32;0.29;0.33;0.35;0.35;0.38;0.33;0.31;0.35;0.32;0.31
1;59;8;30;01059008_30_59;2019;1;24;0.19;0.22;0.22;0.21;0.24;0.28;0.27;0.36;0.48;0.64;;0.36;0.57;0.58;0.58;0.6;0.8;0.66;0.75;0.88;0.83;1.14;0.36;0.34
1;59;8;30;01059008_30_59;2019;1;25;0.26;0.2;0.15;0.15;0.15;0.19;0.16;0.21;0.19;0.15;0.11;0.15;0.16;0.16;0.16;0.25;0.37;0.24;0.22;0.22;0.2;0.58;0.22;0.17
1;59;8;30;01059008_30_59;2019;1;28;0.32;0.32;0.32;0.33;0.31;0.32;0.32;0.49;0.31;0.23;0.22;0.23;0.25;0.28;0.32;0.22;0.29;0.33;0.3;0.31;0.33;0.35;0.3;0.28
1;59;8;30;01059008_30_59;2019;1;29;0.29;0.25;0.32;0.35;0.28;0.31;0.39;0.76;0.59;0.41;0.3;0.37;0.36;0.32;0.3;0.28;0.25;0.25;0.27;0.36;0.24;0.28;0.27;0.27
1;59;8;30;01059008_30_59;2019;1;31;0.3;0.29;0.31;0.33;0.28;0.5;0.99;1.44;0.84;0.53;0.17;0.16;0.14;0.12;0.15;0.12;0.72;0.15;0.15;0.15;0.27;0.35;0.44;0.35
1;59;8;30;01059008_30_59;2019;2;1;2.65;1.14;0.24;0.28;0.22;0.2;0.2;0.22;0.29;0.24;0.22;0.21;0.28;0.29;0.33;0.27;0.26;0.54;0.29;0.5;0.34;0.32;0.25;0.3
1;59;8;30;01059008_30_59;2019;2;2;0.36;0.25;0.33;0.32;0.41;0.38;0.39;0.39;0.39;0.38;0.4;0.38;0.37;0.4;0.38;0.4;0.39;0.38;0.38;0.36;0.41;0.4;0.44;0.44
1;59;8;30;01059008_30_59;2019;2;4;0.51;0.47;0.44;0.45;0.49;0.86;1.15;2.26;2.83;1.7;1.35;1.68;;;0.58;0.52;1.01;0.52;0.68;1.64;1.04;0.72;0.73;0.68
1;59;8;30;01059008_30_59;2019;2;5;0.55;0.56;0.55;0.71;0.76;0.88;0.84;0.92;1.27;1.68;1.43;1.66;1.72;1.01;0.63;0.63;0.35;0.42;0.78;0.91;0.84;0.95;0.74;0.7
1;59;8;30;01059008_30_59;2019;2;7;1.95;1.26;1.11;0.84;0.69;0.87;1.25;2.02;1.67;1.52;2.1;1.65;1.13;0.59;0.49;0.58;0.69;0.6;0.76;0.89;0.87;0.92;0.83;0.95
1;59;8;30;01059008_30_59;2019;2;8;0.83;0.91;0.93;0.67;1.69;1.55;2.77;2.76;2.25;2.55;1.07;0.47;0.45;0.45;0.41;0.36;0.42;0.37;0.45;0.53;0.52;0.38;0.36;0.33
1;59;8;30;01059008_30_59;2019;2;11;0.23;0.23;0.26;0.25;0.26;0.3;0.33;0.34;0.44;0.36;0.36;0.25;0.33;0.39;0.37;0.35;0.34;0.47;0.54;0.52;1.08;1.24;0.45;0.46
1;59;8;30;01059008_30_59;2019;2;13;1.21;1.3;1.56;1.68;1.81;1.92;2.03;1.87;2.95;3.38;2.55;2.02;1.68;0.8;0.83;0.8;0.43;0.44;0.52;1.11;1.03;0.92;0.92;0.84
1;59;8;30;01059008_30_59;2019;2;16;1.53;1.93;3.2;1.95;2.59;2.16;2.03;1.56;1.07;0.91;0.69;0.58;0.49;0.47;0.29;0.29;0.37;0.33;0.29;0.29;0.32;0.35;0.35;0.47
1;59;8;30;01059008_30_59;2019;2;21;1.61;2.26;2.07;2.37;2.09;2.29;2.67;2.43;2.33;2.61;1.27;0.62;0.89;0.8;0.51;0.44;0.43;0.45;0.49;1.79;1.52;1.57;1.5;1.16
1;59;8;30;01059008_30_59;2019;2;23;3.74;2.89;2.35;1.31;1.96;1.79;2.09;4.13;1.99;2.02;1.5;1.3;0.63;0.48;0.48;0.43;0.35;0.47;0.59;0.93;1.61;1.05;1.37;1.18
1;59;8;30;01059008_30_59;2019;2;28;0.35;0.38;0.46;0.51;0.51;1.03;1.07;1.1;1.46;1.42;0.55;0.4;0.45;0.49;0.48;0.51;0.55;0.58;0.69;0.93;0.94;1.13;0.92;1.23
1;59;8;30;01059008_30_59;2019;3;1;1.23;1.91;1.52;0.8;1.94;2.51;3.58;3.04;2.91;2.68;2.85;1.91;0.93;0.78;0.37;0.31;0.29;0.41;0.49;0.55;0.56;0.97;1.18;0.96
1;59;8;30;01059008_30_59;2019;3;3;1.43;1.33;0.81;1.15;1.64;1.39;1.57;1.37;0.79;0.6;0.36;0.35;0.4;0.29;0.27;0.24;0.23;0.27;0.25;0.3;0.25;0.22;0.22;0.2
1;59;8;30;01059008_30_59;2019;3;4;0.19;0.19;0.17;0.19;0.17;0.17;0.18;0.41;0.61;0.45;0.31;0.23;0.21;0.37;0.41;0.39;0.46;0.45;0.49;0.5;0.56;0.4;0.45;0.56
1;59;8;30;01059008_30_59;2019;3;5;0.43;0.53;0.87;0.59;0.71;1.14;1.98;2.74;1.67;0.46;0.36;0.26;0.25;0.24;0.28;0.25;0.28;0.25;0.3;0.37;0.29;0.34;0.3;0.26
1;59;8;30;01059008_30_59;2019;3;6;0.16;0.15;0.16;0.15;0.16;0.17;0.2;0.22;0.18;0.2;0.2;0.18;0.15;0.2;0.2;0.18;0.22;0.22;0.26;0.28;0.28;0.26;0.28;0.25
1;59;8;30;01059008_30_59;2019;3;8;0.28;0.3;0.25;0.27;0.33;0.35;0.31;0.34;0.39;0.34;0.26;0.27;0.26;0.28;0.3;0.29;0.32;0.4;0.51;0.76;0.9;0.92;1.1;1.13
1;59;8;30;01059008_30_59;2019;3;9;0.79;0.79;0.96;1.18;1.35;1.03;1.19;1.33;1.6;1.83;1.24;0.95;0.81;0.42;0.18;0.16;0.15;0.2;0.33;0.29;0.52;1.19;1.18;1.33
1;59;8;30;01059008_30_59;2019;3;10;1.27;1.19;1.25;1.53;1.69;1.6;0.61;0.43;0.31;0.25;0.33;0.24;0.24;0.18;0.24;0.24;0.18;0.44;0.25;0.76;0.32;0.46;0.24;0.26
1;59;8;30;01059008_30_59;2019;3;17;0.73;0.77;0.83;0.38;0.39;0.4;0.43;0.46;0.43;0.51;0.28;0.29;0.27;0.42;0.29;0.23;0.21;0.27;0.27;0.29;0.28;0.33;0.31;0.26
1;59;8;30;01059008_30_59;2019;3;18;0.28;0.29;0.25;0.25;0.37;0.32;0.37;0.33;0.37;0.32;0.27;0.28;0.29;0.34;0.44;0.26;0.25;0.29;0.44;0.34;0.36;0.41;0.29;0.29
1;59;8;30;01059008_30_59;2019;3;24;0.84;1.71;1.29;0.99;0.83;0.96;1.4;1.38;1.56;1.12;0.93;0.67;0.32;0.32;0.29;0.25;0.37;0.28;0.35;0.38;0.38;0.44;0.38;0.35
1;59;8;30;01059008_30_59;2019;3;26;0.27;0.3;0.32;0.33;0.27;0.37;0.38;0.44;0.42;0.38;0.35;0.43;0.37;0.38;0.38;0.35;0.58;0.46;0.65;0.45;0.39;0.37;0.43;0.33
1;59;8;30;01059008_30_59;2019;3;27;0.4;0.31;0.28;0.58;0.55;0.69;0.6;2.29;1.0;0.5;0.35;0.4;0.45;0.41;0.33;0.33;0.28;0.32;0.36;0.35;0.38;0.49;0.36;0.45
1;59;8;30;01059008_30_59;2019;3;30;0.38;0.31;0.25;0.24;0.26;0.3;0.38;0.47;0.36;0.62;0.36;0.37;0.31;0.3;0.32;0.26;0.25;0.27;1.44;0.34;0.46;0.53;0.6;0.67
1;59;8;30;01059008_30_59;2019;3;31;0.59;0.59;0.43;0.38;0.52;0.68;0.83;0.57;0.42;0.45;0.3;0.26;0.31;0.28;0.24;0.24;0.23;0.21;0.24;0.24;0.3;0.34;0.24;0.16
1;59;8;30;01059008_30_59;2019;4;1;0.14;0.16;0.18;0.34;0.28;0.38;0.38;0.44;0.56;0.28;0.35;0.39;0.32;0.27;0.45;0.53;0.31;0.32;0.49;0.58;1.5;0.71;0.38;0.44
1;59;8;30;01059008_30_59;2019;4;8;0.19;0.19;0.19;0.2;0.23;0.34;0.52;0.31;0.3;0.26;0.5;0.38;0.4;0.38;0.28;0.28;0.28;0.44;0.38;0.37;0.38;0.38;0.42;0.52
1;59;8;30;01059008_30_59;2019;4;9;0.59;0.69;0.99;1.06;0.29;0.31;0.34;0.33;0.39;0.22;0.22;0.24;0.21;0.24;0.21;0.28;0.36;0.28;0.28;0.27;0.31;0.33;0.37;0.26
1;59;8;30;01059008_30_59;2019;4;11;0.17;0.17;0.15;0.16;0.21;0.24;0.37;0.55;0.25;0.29;0.23;0.41;0.32;0.34;0.29;0.32;0.36;0.41;0.41;0.42;0.41;0.36;0.32;0.27
1;59;8;30;01059008_30_59;2019;4;13;0.55;1.07;0.52;0.42;0.41;0.77;1.17;1.62;0.78;0.78;0.99;1.06;0.73;0.24;0.18;0.2;0.19;0.29;0.25;0.29;0.41;0.83;0.69;0.64
1;59;8;30;01059008_30_59;2019;4;17;0.2;0.38;0.34;0.27;0.26;0.3;0.37;0.41;0.51;0.37;0.25;0.23;0.24;0.34;0.25;0.27;0.25;0.27;0.33;0.27;0.25;0.24;0.2;0.32
