PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
1;59;8;30;01059008_30_59;2020;3;23;0.25;0.37;0.23;0.23;0.27;0.24;0.27;0.28;0.29;0.33;0.29;0.22;0.23;0.22;0.25;0.22;0.15;0.15;0.57;0.24;0.14;0.28;0.41;0.61
1;59;8;30;01059008_30_59;2020;3;24;0.37;0.33;0.28;0.28;0.38;0.4;0.91;0.62;0.37;0.2;0.18;0.19;0.16;0.18;0.19;0.18;0.19;0.18;0.27;0.27;0.31;0.36;0.36;0.38
1;59;8;30;01059008_30_59;2020;3;26;0.23;0.23;0.23;0.25;0.31;0.28;0.27;0.27;0.27;0.32;0.34;0.36;0.33;0.29;0.28;0.29;0.3;0.3;0.32;0.33;0.34;0.35;0.38;0.39
1;59;8;30;01059008_30_59;2020;3;29;0.52;0.51;0.44;0.49;0.5;0.52;0.53;0.58;0.69;0.53;0.38;0.38;0.38;0.36;0.42;0.55;0.49;0.37;0.39;0.29;0.24;0.23;0.22;0.23
1;59;8;30;01059008_30_59;2020;4;1;0.25;0.23;0.23;0.25;0.25;0.26;0.29;0.29;;0.3;0.29;0.26;0.25;0.24;0.23;0.24;0.22;0.25;0.27;0.27;0.39;0.39;0.33;0.32
1;59;8;30;01059008_30_59;2020;4;2;0.36;0.41;0.41;0.35;0.38;0.41;0.38;0.39;0.46;0.44;0.4;0.34;0.33;0.29;0.23;0.37;0.23;0.2;0.21;0.24;0.26;0.25;0.26;0.25
1;59;8;30;01059008_30_59;2020;4;10;0.13;0.16;0.17;0.17;0.2;0.32;0.28;0.27;0.24;0.18;0.21;0.18;0.17;0.17;0.16;0.14;0.15;0.13;0.13;0.13;0.19;0.15;0.15;0.13
1;59;8;30;01059008_30_59;2020;4;13;0.2;0.16;0.13;0.13;0.14;0.18;0.18;0.15;0.15;0.16;0.18;0.16;0.16;0.15;0.13;0.13;0.13;0.13;0.15;0.15;0.14;0.13;0.16;0.16
1;59;8;30;01059008_30_59;2020;4;15;0.37;0.21;0.13;0.15;0.17;0.16;0.21;0.22;0.19;0.16;0.16;0.16;0.14;0.13;0.13;0.13;0.1;0.13;0.13;0.13;0.1;0.12;0.07;0.07
1;59;8;30;01059008_30_59;2020;4;17;0.14;0.14;0.26;0.39;0.73;;;;;;;;;;;;;;;;;;;
1;59;8;30;01059008_30_59;2020;4;20;;;;;;;;;;0.06;0.11;0.28;0.19;0.15;0.13;0.12;0.09;0.1;0.13;0.14;0.13;0.13;0.13;0.12
1;59;8;30;01059008_30_59;2020;4;21;0.08;0.07;0.1;0.09;0.14;0.14;0.13;0.1;0.1;0.08;0.08;0.11;0.13;0.08;0.1;0.1;0.13;0.14;0.13;0.15;0.1;0.13;0.12;0.07
1;59;8;30;01059008_30_59;2020;4;23;0.28;0.37;0.55;0.71;0.78;0.42;1.05;0.92;2.17;1.26;0.54;0.22;0.24;0.22;0.18;0.17;0.15;0.16;0.18;0.23;0.18;0.29;0.21;0.29
1;59;8;30;01059008_30_59;2020;4;25;0.23;0.22;0.26;0.26;0.24;0.4;0.54;0.39;0.54;0.25;0.18;0.16;0.15;0.15;0.25;0.19;0.18;0.16;0.16;0.18;0.15;0.13;0.13;0.15
1;59;8;30;01059008_30_59;2020;4;26;0.14;0.14;0.1;0.2;0.15;0.13;0.13;0.18;0.14;0.13;0.19;0.15;0.18;0.13;0.13;0.13;0.14;0.14;0.09;0.14;0.13;0.15;0.15;0.15
1;59;8;30;01059008_30_59;2020;4;27;0.14;0.13;0.15;0.16;0.32;0.15;0.15;0.13;0.16;0.13;0.13;0.13;0.13;0.13;0.12;0.09;0.07;0.13;0.13;0.12;0.11;0.11;0.12;0.1
1;59;8;30;01059008_30_59;2020;1;4;1.9;1.4;1.28;1.27;1.28;1.62;1.52;1.1;1.04;0.87;0.62;0.4;0.28;0.34;0.41;0.34;0.3;0.28;0.36;0.48;0.46;0.49;0.33;0.29
1;59;8;30;01059008_30_59;2020;1;5;0.28;0.26;0.26;0.23;0.32;0.26;0.4;0.49;0.4;0.54;0.46;0.44;0.4;0.45;0.44;0.38;0.67;0.72;1.98;1.52;1.8;2.26;1.55;1.62
1;59;8;30;01059008_30_59;2020;1;7;0.93;0.87;0.79;0.78;0.71;0.64;0.65;0.78;0.86;0.86;0.97;1.14;1.36;2.04;2.29;2.73;1.7;2.26;2.27;3.16;3.91;3.91;3.51;2.94
1;59;8;30;01059008_30_59;2020;1;8;1.85;1.5;2.25;1.95;1.98;2.08;2.08;1.74;2.38;2.23;2.93;2.35;2.57;1.92;1.43;1.22;1.43;1.4;1.33;3.63;3.14;1.95;1.49;0.84
1;59;8;30;01059008_30_59;2020;1;9;0.55;0.42;0.35;0.39;0.38;0.42;0.5;0.42;0.45;0.41;0.5;0.41;0.38;0.41;0.42;0.41;0.39;0.43;0.84;1.0;0.87;0.49;0.47;0.25
1;59;8;30;01059008_30_59;2020;1;12;1.7;1.29;1.44;1.31;0.76;0.58;0.99;0.78;0.62;0.63;0.85;0.97;1.25;1.42;1.35;1.44;1.01;0.67;1.35;1.59;2.43;2.57;2.63;1.78
1;59;8;30;01059008_30_59;2020;1;14;0.3;0.29;0.38;0.38;0.32;0.28;0.27;0.28;0.28;0.3;0.25;0.23;0.23;0.2;0.16;0.21;0.39;0.19;0.25;0.19;0.24;0.26;0.19;0.25
1;59;8;30;01059008_30_59;2020;1;15;0.36;0.36;0.54;0.38;0.35;0.36;0.32;0.47;0.78;0.89;0.97;0.34;0.35;0.34;0.31;0.27;0.25;0.34;0.45;0.44;0.42;1.11;1.73;0.97
1;59;8;30;01059008_30_59;2020;1;18;0.69;0.79;1.02;0.84;0.7;0.7;0.78;0.88;0.7;0.72;1.25;0.99;0.45;0.29;0.32;0.39;0.41;1.18;0.33;0.3;0.26;0.31;0.34;0.25
1;59;8;30;01059008_30_59;2020;1;19;0.24;0.24;0.42;0.31;0.27;0.26;0.26;0.27;0.28;0.28;0.29;0.29;0.3;0.32;0.27;0.27;0.28;0.28;0.35;0.3;0.3;0.31;0.35;0.34
1;59;8;30;01059008_30_59;2020;1;22;0.43;0.52;0.5;0.61;0.7;0.6;0.8;0.92;0.94;1.38;0.82;0.84;0.82;1.0;0.83;0.87;1.13;0.94;0.7;0.83;0.76;0.89;0.91;1.11
1;59;8;30;01059008_30_59;2020;1;23;1.13;1.07;0.77;0.89;1.0;0.91;0.98;1.23;2.03;1.14;0.52;0.39;0.45;0.42;0.54;0.58;0.49;0.62;0.7;0.74;0.84;0.41;0.42;0.55
1;59;8;30;01059008_30_59;2020;1;24;0.25;0.35;0.74;0.57;0.44;0.38;0.48;0.91;1.79;2.0;1.63;0.52;0.52;0.44;0.44;0.41;0.35;0.47;0.5;0.58;0.45;0.71;0.57;0.57
1;59;8;30;01059008_30_59;2020;1;27;0.28;0.27;0.28;0.26;0.26;0.24;0.25;0.28;0.31;0.52;0.26;0.22;0.24;0.28;0.24;0.41;0.3;0.31;0.25;0.23;0.22;0.23;0.21;0.21
1;59;8;30;01059008_30_59;2020;1;28;0.2;0.19;0.2;0.19;0.23;0.22;0.48;1.57;0.78;0.71;0.41;0.35;0.32;0.62;0.26;0.33;0.45;0.63;0.51;0.38;0.3;0.81;1.38;0.71
1;59;8;30;01059008_30_59;2020;1;29;0.89;1.22;1.05;0.94;1.07;1.37;1.59;1.91;1.8;2.24;2.0;1.43;0.4;0.19;0.16;0.18;0.16;0.16;0.17;0.19;0.18;0.18;0.16;0.17
1;59;8;30;01059008_30_59;2020;1;30;0.16;0.17;0.16;0.16;0.16;0.18;0.17;0.19;0.21;0.19;0.18;0.17;0.18;0.19;0.17;0.18;0.18;0.19;0.19;0.23;0.24;0.2;0.19;0.18
1;59;8;30;01059008_30_59;2020;1;31;0.17;0.2;0.2;0.22;0.35;0.62;0.75;2.88;2.8;1.72;0.76;0.26;0.25;0.23;0.24;0.18;0.18;0.19;0.2;0.18;0.18;0.18;0.15;0.16
1;59;8;30;01059008_30_59;2020;2;2;0.13;0.15;0.13;0.13;0.14;0.14;0.16;0.15;0.14;0.15;0.15;0.14;0.13;0.13;0.15;0.14;0.13;0.13;0.13;0.14;0.17;0.16;0.13;0.32
1;59;8;30;01059008_30_59;2020;2;5;0.23;0.25;0.25;0.19;0.2;0.34;0.37;0.53;0.54;0.39;;;0.38;0.36;0.36;0.35;0.36;0.43;0.54;0.58;0.46;0.52;0.58;0.77
1;59;8;30;01059008_30_59;2020;2;6;0.66;1.72;0.8;0.92;1.04;1.15;1.94;0.9;1.31;1.01;0.57;0.57;0.54;0.41;0.7;0.41;0.36;0.34;0.38;1.13;1.74;1.06;0.88;0.53
1;59;8;30;01059008_30_59;2020;2;7;0.46;0.69;0.58;0.41;0.54;1.02;1.04;1.2;0.45;1.19;0.8;0.55;0.57;0.5;0.34;0.36;0.34;0.38;0.53;0.49;0.69;0.63;1.23;1.45
1;59;8;30;01059008_30_59;2020;2;8;0.81;0.58;0.84;1.23;0.55;0.6;1.04;0.92;1.13;1.42;0.7;0.61;0.5;0.44;0.53;0.5;0.5;0.46;0.43;0.41;0.46;0.48;0.6;1.66
1;59;8;30;01059008_30_59;2020;2;9;0.54;0.5;0.44;0.43;0.72;0.81;0.71;0.48;0.38;0.41;0.41;0.38;0.31;0.31;0.31;0.31;0.32;0.26;0.26;0.23;0.23;0.23;0.21;0.22
1;59;8;30;01059008_30_59;2020;2;10;0.21;0.21;0.21;0.25;0.22;0.22;0.24;0.26;0.31;0.38;0.23;0.21;0.27;0.2;0.18;0.17;0.23;0.3;0.56;0.76;0.98;0.97;1.47;1.31
1;59;8;30;01059008_30_59;2020;2;11;1.55;1.65;1.31;0.97;0.87;1.02;0.59;0.49;0.88;0.71;0.61;0.4;0.31;0.24;0.26;0.43;0.63;0.38;0.5;0.6;0.45;0.46;0.44;0.52
1;59;8;30;01059008_30_59;2020;2;12;0.41;0.43;0.41;0.27;0.41;0.48;0.55;1.26;0.65;0.44;0.72;0.56;0.44;0.34;0.39;0.24;0.26;0.46;0.4;0.6;0.76;0.87;1.05;1.13
1;59;8;30;01059008_30_59;2020;2;14;0.63;0.72;0.58;0.37;0.31;0.57;0.62;0.53;0.59;0.75;0.49;0.34;0.24;0.46;0.31;0.29;0.26;0.38;0.7;0.67;0.49;0.8;0.79;0.83
1;59;8;30;01059008_30_59;2020;2;15;1.55;1.18;1.04;0.78;1.1;1.04;1.41;1.15;0.87;0.42;0.25;0.2;0.22;0.18;0.18;0.18;0.18;0.19;0.23;0.28;0.27;0.22;0.26;0.27
1;59;8;30;01059008_30_59;2020;2;16;0.24;0.2;0.18;0.21;0.22;0.22;0.23;0.2;0.2;0.19;0.16;0.15;0.16;0.17;0.15;0.18;0.16;0.17;0.16;0.19;0.13;0.12;0.12;0.12
1;59;8;30;01059008_30_59;2020;2;17;0.13;0.12;0.13;0.13;0.12;0.09;0.12;0.16;0.31;0.39;0.38;0.34;0.45;0.46;0.4;0.34;0.4;0.36;0.45;0.68;0.32;0.46;0.24;0.25
1;59;8;30;01059008_30_59;2020;2;18;0.34;0.33;0.32;0.34;0.31;0.33;0.52;0.41;0.59;;1.35;0.28;0.26;0.3;0.83;0.28;0.34;0.34;0.55;0.38;0.37;0.51;0.56;0.5
1;59;8;30;01059008_30_59;2020;2;23;1.52;1.18;1.26;1.36;1.11;0.92;1.0;1.13;1.26;1.24;1.2;1.01;0.69;0.65;0.66;0.32;0.21;0.32;0.68;0.84;1.07;1.22;1.39;1.13
1;59;8;30;01059008_30_59;2020;2;24;1.37;1.25;1.18;1.26;1.11;1.18;1.36;2.07;2.03;1.71;1.5;1.71;1.44;0.55;0.45;0.48;0.4;0.65;0.6;0.38;0.69;0.99;0.96;0.78
1;59;8;30;01059008_30_59;2020;2;26;0.28;0.28;0.23;0.27;0.28;0.24;0.31;0.39;0.52;0.41;0.33;0.26;0.28;0.25;0.26;0.24;0.25;0.25;0.27;0.28;0.47;0.33;0.34;0.3
1;59;8;30;01059008_30_59;2020;2;27;0.28;0.55;0.37;0.29;0.21;0.2;0.19;0.22;0.21;0.21;0.21;0.19;0.19;0.19;0.17;0.35;0.44;0.18;0.17;0.18;0.16;0.21;0.19;0.23
1;59;8;30;01059008_30_59;2020;3;2;0.07;0.07;0.06;0.08;0.21;0.18;0.32;0.17;0.21;0.21;0.19;0.24;0.24;0.22;0.21;0.19;0.24;0.27;0.28;0.26;0.28;0.29;0.26;0.23
1;59;8;30;01059008_30_59;2020;3;4;0.27;0.29;0.47;0.25;0.33;0.48;0.67;1.19;0.67;0.34;0.26;0.13;0.32;0.1;0.1;0.08;0.06;0.06;0.07;0.09;0.1;0.1;0.09;0.08
1;59;8;30;01059008_30_59;2020;3;5;0.05;0.05;0.07;0.04;0.04;0.06;0.04;0.06;0.06;0.06;;;0.24;0.23;0.22;0.17;0.18;0.16;0.19;0.26;0.22;0.31;0.37;0.33
1;59;8;30;01059008_30_59;2020;3;9;0.19;0.19;0.18;0.21;0.2;0.2;0.28;0.25;0.38;0.38;0.26;0.24;0.25;0.24;0.22;0.22;0.23;0.28;0.27;0.29;0.41;0.52;0.48;0.38
1;59;8;30;01059008_30_59;2020;3;10;0.71;1.17;0.9;0.74;0.91;1.01;1.19;1.67;1.61;1.96;1.97;1.48;1.23;0.64;0.38;0.49;0.66;0.36;0.43;0.47;0.55;0.68;1.02;1.16
1;59;8;30;01059008_30_59;2020;3;11;1.11;1.15;1.4;1.36;1.48;2.12;2.27;2.49;2.06;1.63;1.82;1.33;1.14;0.86;0.28;0.22;0.21;0.22;0.25;0.32;0.52;0.64;0.79;0.71
1;59;8;30;01059008_30_59;2020;3;13;0.19;0.21;0.24;0.28;0.22;0.27;0.3;0.3;0.39;0.29;0.35;0.28;0.3;0.32;0.28;0.27;0.21;0.28;0.34;0.31;0.34;0.38;0.31;0.36
1;59;8;30;01059008_30_59;2020;3;14;0.37;0.4;0.36;0.32;0.57;0.96;0.96;0.87;0.99;1.0;0.67;0.36;0.23;0.22;0.22;0.24;0.23;0.23;0.35;0.32;0.46;0.49;0.53;0.67
1;59;8;30;01059008_30_59;2020;3;15;0.64;0.57;0.8;0.92;0.7;0.73;1.02;1.09;0.95;0.46;0.27;0.23;0.23;0.24;0.21;0.19;0.21;0.2;0.15;0.15;0.17;0.19;0.17;0.19
1;59;8;30;01059008_30_59;2020;3;16;0.19;0.19;0.18;0.19;0.18;0.21;0.2;0.27;0.29;0.26;0.23;0.2;0.24;0.28;0.23;0.18;0.18;0.2;0.2;0.19;0.2;0.18;0.2;0.18
1;59;8;30;01059008_30_59;2020;3;18;1.25;1.18;1.34;0.89;0.76;0.94;1.44;2.49;1.48;;1.02;0.37;0.32;0.37;0.32;0.31;0.3;0.37;0.32;0.31;0.65;0.6;0.75;0.64
1;59;8;30;01059008_30_59;2020;3;19;0.9;0.91;0.77;0.47;0.55;0.39;0.25;0.29;0.27;0.23;0.23;0.25;0.2;0.18;0.19;0.19;0.17;0.17;0.19;0.23;0.27;0.3;0.28;0.28
1;59;8;30;01059008_30_59;2020;3;20;0.2;0.2;0.18;0.18;0.21;0.2;0.2;0.22;0.18;0.18;0.18;0.2;0.17;0.16;0.16;0.17;0.18;0.18;0.17;0.17;0.19;0.19;0.18;0.2
1;59;8;30;01059008_30_59;2020;3;22;0.37;0.31;0.26;0.28;0.23;0.24;0.29;0.41;0.62;0.41;0.33;0.21;0.17;0.21;0.2;0.22;0.22;0.22;0.2;0.21;0.18;0.23;0.25;0.26
1;59;8;30;01059008_30_59;2020;3;25;0.36;0.35;1.14;0.56;1.54;0.98;0.54;0.75;0.61;0.33;0.29;0.3;0.25;0.31;0.26;0.24;0.18;0.18;0.21;0.25;0.27;0.3;0.27;0.25
1;59;8;30;01059008_30_59;2020;3;27;0.41;0.41;0.67;0.92;0.63;0.63;1.17;0.9;0.94;0.81;0.43;0.36;0.32;0.31;0.31;0.31;0.32;0.33;0.35;0.4;0.41;0.41;0.46;0.38
1;59;8;30;01059008_30_59;2020;3;28;0.43;0.42;0.67;0.81;0.69;0.62;0.83;0.57;0.66;0.6;0.54;0.41;0.35;0.33;0.33;0.33;0.35;0.36;0.37;0.39;0.41;0.44;0.41;0.46
1;59;8;30;01059008_30_59;2020;3;30;0.25;0.28;0.23;0.23;0.23;0.25;0.23;0.24;0.67;0.25;0.23;0.23;0.22;0.23;0.19;0.19;0.19;0.2;0.22;0.25;0.25;0.27;0.28;0.26
1;59;8;30;01059008_30_59;2020;3;31;0.3;0.35;0.41;0.31;0.37;0.4;0.31;0.31;0.33;0.33;0.29;0.29;0.33;0.34;0.29;0.28;0.27;0.25;0.28;0.29;0.29;0.27;0.28;0.24
1;59;8;30;01059008_30_59;2020;4;3;0.27;0.27;0.25;0.25;0.29;0.3;0.42;0.56;0.46;0.62;0.25;0.22;0.21;0.2;0.19;0.21;0.2;0.19;0.22;0.28;0.25;0.31;0.76;1.48
1;59;8;30;01059008_30_59;2020;4;4;0.84;0.57;0.48;0.83;0.67;0.42;0.34;2.0;0.37;0.28;0.19;0.16;0.16;0.18;0.17;0.15;0.14;0.13;0.14;0.15;0.18;0.17;0.18;0.18
1;59;8;30;01059008_30_59;2020;4;5;0.16;0.16;0.16;0.17;0.2;0.17;0.33;0.2;0.19;0.16;0.16;0.15;0.15;0.13;0.17;0.16;0.15;0.14;0.15;0.16;0.16;0.16;0.16;0.16
1;59;8;30;01059008_30_59;2020;4;6;0.16;0.16;0.22;0.32;0.25;0.18;0.2;0.21;0.24;0.19;0.22;0.19;0.18;0.19;0.18;0.2;0.2;0.23;0.24;0.25;0.23;0.26;0.29;0.23
1;59;8;30;01059008_30_59;2020;4;7;0.28;0.2;0.23;0.26;0.34;0.33;0.22;0.23;0.23;0.19;0.19;0.2;0.24;0.17;0.16;0.16;0.16;0.16;0.19;0.2;0.21;0.24;0.31;0.29
1;59;8;30;01059008_30_59;2020;4;8;0.3;0.27;0.34;0.37;0.31;0.44;0.77;0.97;0.65;0.31;0.18;0.16;0.17;0.13;0.13;0.13;0.13;0.13;0.14;0.16;0.27;0.22;0.26;0.51
1;59;8;30;01059008_30_59;2020;4;9;0.5;0.27;0.22;0.18;0.17;0.19;0.36;0.3;0.19;0.19;0.18;0.16;0.15;0.14;0.13;0.13;0.15;0.14;0.15;0.15;0.15;0.15;0.09;0.11
1;59;8;30;01059008_30_59;2020;4;11;0.12;0.12;0.14;0.14;0.13;0.15;0.17;0.18;0.17;0.16;0.13;0.13;0.12;0.11;0.07;0.07;0.06;0.12;0.14;0.28;0.28;0.25;0.19;0.21
1;59;8;30;01059008_30_59;2020;4;12;0.19;0.13;0.11;0.17;0.16;0.15;0.17;0.2;0.19;0.17;0.19;0.18;0.16;0.16;0.16;0.15;0.16;0.16;0.17;0.17;0.15;0.15;0.16;0.16
1;59;8;30;01059008_30_59;2020;4;14;0.16;0.25;0.3;0.37;0.37;0.49;0.61;0.39;0.47;0.42;0.19;0.17;0.17;0.18;0.15;0.15;0.18;0.19;0.18;0.23;0.32;0.34;0.32;0.36
1;59;8;30;01059008_30_59;2020;4;16;0.09;0.08;0.08;0.08;0.12;0.19;0.27;0.13;0.13;0.13;;0.14;0.12;0.12;0.07;0.08;0.09;0.12;0.13;0.06;0.08;0.06;0.1;0.1
1;59;8;30;01059008_30_59;2020;4;22;0.08;0.1;0.12;0.1;0.13;0.14;0.13;0.22;0.26;0.39;0.27;0.22;0.18;0.21;0.21;0.24;0.29;0.22;0.18;0.18;0.21;0.31;0.34;0.31
1;59;8;30;01059008_30_59;2020;4;24;0.31;0.38;0.45;0.28;0.71;0.82;0.8;0.8;0.82;0.31;0.3;0.24;0.18;0.18;0.15;0.13;0.13;0.24;0.2;0.18;0.33;0.52;0.37;0.31
