PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
1;59;8;30;01059008_30_59;2018;3;27;0.27;0.28;0.32;0.51;0.53;0.47;0.5;0.92;0.45;0.33;0.29;0.2;0.23;0.32;0.26;0.19;0.15;0.79;0.66;0.93;0.83;1.4;0.72;0.6
1;59;8;30;01059008_30_59;2018;3;28;0.62;1.41;0.4;0.27;0.35;3.78;0.42;0.48;0.41;0.37;0.32;0.28;0.15;0.15;0.12;0.16;0.18;0.15;0.24;1.95;0.25;0.18;0.22;0.22
1;59;8;30;01059008_30_59;2018;3;29;0.21;0.26;0.22;0.26;0.2;0.22;0.27;0.42;0.55;0.31;0.21;0.18;0.24;0.18;0.2;0.2;0.19;0.16;0.16;0.44;0.22;0.2;0.26;0.21
1;59;8;30;01059008_30_59;2018;4;1;0.32;0.46;0.36;0.47;0.46;0.56;0.56;0.58;0.69;0.6;0.35;0.38;0.26;0.23;0.24;0.24;0.24;0.28;0.38;0.4;0.27;0.31;0.25;0.26
1;59;8;30;01059008_30_59;2018;4;3;0.15;0.15;0.19;0.16;0.2;0.24;0.35;0.26;0.17;0.15;0.19;0.14;0.18;0.16;0.12;0.2;0.19;0.13;0.14;0.15;0.13;0.15;0.17;0.18
1;59;8;30;01059008_30_59;2018;4;5;0.22;0.28;0.69;0.87;0.43;0.7;1.2;0.66;0.41;0.31;0.26;0.25;0.26;0.23;0.2;0.26;0.32;0.26;0.28;0.31;0.25;0.18;0.18;0.21
1;59;8;30;01059008_30_59;2018;4;7;0.13;0.17;0.16;0.17;0.2;0.19;0.32;0.18;0.18;0.26;0.36;0.25;0.24;0.42;0.44;0.23;0.23;0.24;0.25;0.28;0.5;0.77;0.4;0.33
1;59;8;30;01059008_30_59;2018;4;9;0.35;0.43;0.71;0.37;1.32;1.72;1.12;1.07;0.83;0.33;0.28;0.6;0.3;0.25;0.22;0.36;0.33;0.25;0.28;0.32;0.32;0.33;0.43;0.39
1;59;8;30;01059008_30_59;2018;4;11;0.28;0.23;0.22;0.23;0.24;0.19;0.28;0.23;0.21;0.25;0.26;0.21;0.21;0.19;0.22;0.21;0.21;1.38;0.25;0.2;0.2;0.2;0.17;0.18
1;59;8;30;01059008_30_59;2018;4;12;0.2;0.17;0.16;0.17;0.19;0.19;0.23;0.21;0.21;0.2;0.22;0.27;0.24;0.23;0.14;0.15;0.18;0.18;0.16;0.31;0.39;0.36;0.86;0.55
1;59;8;30;01059008_30_59;2018;4;13;0.45;0.84;0.68;0.48;0.8;0.86;0.66;0.79;0.78;0.41;0.31;0.28;0.23;0.27;0.21;0.19;0.27;0.25;0.54;0.39;0.37;0.38;0.3;0.33
1;59;8;30;01059008_30_59;2018;4;14;0.36;0.3;0.32;0.44;0.47;0.35;0.34;0.38;0.39;0.24;0.19;0.18;0.16;0.21;0.2;0.19;0.17;0.19;0.16;0.25;0.46;0.33;0.31;0.2
1;59;8;30;01059008_30_59;2018;4;17;1.7;1.58;1.79;2.38;2.0;5.63;7.42;5.78;3.21;0.57;0.41;0.4;0.33;0.29;0.21;0.25;0.23;0.25;0.2;0.35;1.41;2.39;2.37;1.38
1;59;8;30;01059008_30_59;2018;4;18;0.52;0.51;1.0;1.36;1.35;1.24;1.56;1.6;0.98;0.63;0.55;0.35;0.24;0.31;0.28;0.31;0.23;0.25;0.32;0.23;0.57;0.42;0.27;0.25
1;59;8;30;01059008_30_59;2018;4;20;0.26;0.24;0.19;0.21;0.24;0.3;0.43;1.5;0.85;0.26;0.26;0.3;0.22;0.21;0.21;0.19;0.23;0.3;0.24;0.31;0.36;0.23;0.19;0.22
1;59;8;30;01059008_30_59;2018;4;22;0.36;0.27;0.28;0.27;0.23;0.32;0.49;0.34;0.52;0.26;0.25;0.2;0.18;0.15;0.23;0.41;0.24;0.27;0.25;0.28;0.35;0.42;0.24;0.24
1;59;8;30;01059008_30_59;2018;4;23;0.29;0.53;0.74;0.51;0.38;0.32;0.34;0.34;0.38;0.4;0.38;0.33;0.37;0.33;0.32;0.51;0.39;;0.44;0.39;0.3;0.33;0.31;0.46
1;59;8;30;01059008_30_59;2018;4;24;0.58;0.63;0.51;0.45;0.52;0.59;0.51;0.42;0.43;0.54;0.35;0.49;0.39;0.4;0.23;0.27;0.19;0.19;0.32;0.5;0.28;0.25;0.26;0.29
1;59;8;30;01059008_30_59;2018;4;26;0.21;0.21;0.16;0.14;0.15;0.21;0.26;0.25;0.24;0.26;;0.6;0.35;0.21;0.22;0.23;0.19;0.28;0.26;0.43;0.31;0.26;0.28;0.25
1;59;8;30;01059008_30_59;2018;4;27;0.38;0.65;0.46;1.41;1.14;1.5;1.43;1.09;0.88;0.38;0.36;0.47;0.32;0.37;0.23;0.2;0.45;0.28;0.26;0.2;0.25;0.22;0.29;0.17
1;59;8;30;01059008_30_59;2018;1;7;0.18;0.19;0.21;0.22;0.19;0.18;0.16;0.26;0.23;0.28;0.34;0.4;0.51;0.45;0.62;0.6;0.44;0.29;0.29;0.33;0.5;0.35;0.28;0.22
1;59;8;30;01059008_30_59;2018;1;8;0.18;0.18;0.2;0.18;0.19;0.24;0.21;0.43;0.73;0.68;0.71;0.32;0.47;0.58;0.4;0.36;0.24;0.29;0.37;1.53;2.01;1.43;0.97;0.73
1;59;8;30;01059008_30_59;2018;1;12;0.78;0.7;1.26;0.79;0.58;0.45;0.42;0.59;0.45;;;;;;;;;;;;;;;
1;59;8;30;01059008_30_59;2018;2;9;;;;;;;;3.08;;;;;;;;;;;;;;;;
1;59;8;30;01059008_30_59;2018;2;15;0.36;0.37;0.43;0.38;0.36;0.42;0.42;0.45;0.56;0.42;0.42;0.4;0.38;0.4;0.41;0.52;0.91;0.38;0.52;0.5;0.32;0.33;0.25;0.27
1;59;8;30;01059008_30_59;2018;2;17;0.61;0.44;0.46;0.28;0.31;0.28;0.28;0.34;0.42;0.35;0.38;0.35;0.38;0.52;0.35;0.36;0.39;0.49;0.5;0.47;0.48;0.57;0.62;0.6
1;59;8;30;01059008_30_59;2018;2;20;0.24;0.31;0.27;0.23;0.28;0.29;0.31;0.41;0.4;0.37;0.38;0.26;0.25;0.24;0.38;0.32;0.36;0.37;0.42;0.37;0.28;0.35;0.31;0.28
1;59;8;30;01059008_30_59;2018;2;21;0.28;0.23;0.25;0.31;0.33;0.45;0.46;0.6;0.55;0.58;0.69;0.68;0.64;0.61;0.69;0.55;0.54;0.51;0.63;0.69;0.77;0.68;0.7;0.74
1;59;8;30;01059008_30_59;2018;2;26;1.08;1.09;0.98;1.01;0.98;0.93;1.06;1.07;1.05;1.03;1.0;1.04;1.02;0.96;0.81;1.0;0.82;0.78;0.98;0.93;0.96;0.76;0.72;0.72
1;59;8;30;01059008_30_59;2018;3;4;0.66;0.37;0.28;0.32;0.26;0.25;0.26;0.25;0.27;0.34;0.35;0.31;0.33;0.35;0.32;0.36;0.37;0.41;0.34;0.38;0.8;0.78;0.65;0.51
1;59;8;30;01059008_30_59;2018;3;6;0.35;0.4;0.31;0.33;0.32;0.33;0.46;0.48;0.42;0.45;0.48;0.43;0.44;0.49;0.51;0.46;0.47;0.65;0.7;1.26;0.75;0.61;0.62;0.67
1;59;8;30;01059008_30_59;2018;3;10;0.15;0.16;0.17;0.17;0.08;0.16;0.59;0.9;0.2;0.17;0.24;0.3;0.25;0.21;0.22;0.21;0.21;0.19;0.2;0.31;0.23;0.24;0.22;0.28
1;59;8;30;01059008_30_59;2018;3;16;0.37;0.4;0.39;0.49;0.45;0.51;0.42;0.51;0.44;0.34;0.34;0.29;0.29;0.24;0.24;0.27;0.48;0.27;0.32;0.56;0.58;0.33;0.34;0.28
1;59;8;30;01059008_30_59;2018;3;17;0.2;0.18;0.19;0.19;0.21;0.19;0.16;0.22;0.25;0.19;0.15;0.15;0.17;0.23;0.44;0.25;0.32;0.31;0.33;0.32;0.28;0.28;0.26;0.24
1;59;8;30;01059008_30_59;2018;3;19;0.35;0.37;0.28;0.35;0.33;0.32;0.25;0.31;0.32;0.34;0.39;;;0.46;0.49;0.43;0.58;0.55;0.62;0.63;0.63;0.53;0.51;0.5
1;59;8;30;01059008_30_59;2018;3;20;0.51;0.49;0.47;0.49;0.58;0.69;0.72;0.88;0.81;0.8;0.78;0.8;0.86;0.87;0.91;0.81;0.83;0.75;0.82;0.7;0.6;0.57;0.52;0.51
1;59;8;30;01059008_30_59;2018;3;23;6.47;1.87;2.08;2.48;1.76;1.26;2.24;2.97;2.89;1.22;1.01;1.04;0.86;0.51;0.57;0.5;0.65;0.34;0.31;0.24;0.28;0.37;0.28;0.18
1;59;8;30;01059008_30_59;2018;3;30;0.19;0.18;0.19;0.24;0.67;0.28;0.24;0.22;0.24;0.35;0.24;0.25;0.21;0.26;0.22;0.22;0.19;0.25;0.23;0.22;0.24;0.19;0.24;0.18
1;59;8;30;01059008_30_59;2018;3;31;0.24;0.23;0.29;0.2;0.24;0.25;0.23;0.24;0.27;0.32;0.26;0.23;0.29;0.23;0.21;0.31;0.22;0.21;0.21;0.26;0.31;0.32;0.32;0.34
1;59;8;30;01059008_30_59;2018;4;2;0.24;0.24;0.23;0.25;0.29;0.29;0.38;0.22;0.24;0.28;0.26;0.24;0.25;0.28;0.33;0.29;0.36;0.23;0.34;0.37;0.15;0.13;0.12;0.12
1;59;8;30;01059008_30_59;2018;4;4;0.13;0.17;0.18;0.15;0.2;0.24;0.18;0.22;0.18;0.19;0.21;0.22;0.21;0.2;0.19;0.17;0.17;0.18;0.46;0.33;0.4;0.36;0.34;0.22
1;59;8;30;01059008_30_59;2018;4;6;0.27;0.25;0.2;0.23;0.23;0.55;0.76;0.52;0.3;0.32;0.28;0.25;0.25;0.26;0.24;0.23;0.23;0.27;0.21;0.21;0.23;0.19;0.15;0.15
1;59;8;30;01059008_30_59;2018;4;8;0.29;0.3;0.31;0.37;0.26;0.31;0.38;0.31;0.32;0.38;0.31;0.26;0.19;0.21;0.18;0.21;0.21;0.25;0.37;0.78;0.67;0.45;0.32;0.34
1;59;8;30;01059008_30_59;2018;4;10;0.37;0.69;0.24;0.19;0.39;0.72;1.34;0.64;0.57;;0.63;0.32;0.25;0.3;0.35;0.25;0.84;0.33;0.4;0.55;0.33;0.59;0.42;0.4
1;59;8;30;01059008_30_59;2018;4;15;0.32;0.3;0.22;0.23;0.23;0.27;0.34;0.32;0.33;0.34;0.3;0.28;0.28;0.3;0.22;0.2;0.31;0.28;0.28;0.25;0.23;0.23;0.23;0.24
1;59;8;30;01059008_30_59;2018;4;16;0.21;0.23;0.25;0.2;0.27;0.4;0.43;0.3;0.23;0.21;0.24;0.24;0.3;0.24;0.24;0.27;0.31;0.24;0.22;0.33;0.37;0.91;0.67;1.01
1;59;8;30;01059008_30_59;2018;4;19;0.21;0.26;0.33;0.42;0.45;0.63;1.04;0.83;0.5;0.32;0.26;0.21;0.25;0.21;0.21;0.29;0.26;0.23;0.28;0.28;0.25;0.27;0.3;0.32
1;59;8;30;01059008_30_59;2018;4;21;0.45;0.49;0.59;0.29;0.23;0.2;0.2;0.18;0.24;0.24;0.18;0.18;0.19;0.18;0.19;0.23;0.18;0.2;0.25;0.22;0.48;0.4;0.49;0.41
1;59;8;30;01059008_30_59;2018;4;25;0.29;0.22;0.27;0.25;0.31;0.45;0.35;0.55;0.32;0.36;0.37;0.31;0.39;0.27;0.25;0.29;0.3;0.24;0.22;0.21;0.21;0.23;0.16;0.12
1;59;8;30;01059008_30_59;2018;4;29;0.27;0.21;0.19;0.15;0.31;0.24;0.19;0.15;0.14;0.16;1.56;0.2;0.14;0.15;0.15;0.16;0.19;0.24;0.21;0.24;0.25;0.25;0.23;0.17
1;59;8;30;01059008_30_59;2018;4;30;0.25;0.16;0.16;0.15;0.21;0.15;0.18;0.23;0.18;0.19;0.65;0.97;0.27;0.98;0.21;0.18;0.22;0.2;0.19;0.19;0.18;0.25;0.2;0.23
1;59;8;30;01059008_30_59;2018;5;2;0.35;0.34;0.31;0.37;0.42;1.06;0.75;0.76;0.49;0.24;0.16;0.23;0.17;0.21;0.23;0.25;0.18;0.21;0.2;0.2;0.18;0.21;0.23;0.16
1;59;8;30;01059008_30_59;2018;5;6;0.4;0.49;0.37;0.45;0.83;0.45;0.74;1.09;0.61;0.46;0.47;0.32;0.32;0.24;0.16;0.21;0.19;0.32;0.84;0.32;0.32;0.36;0.51;0.52
1;59;8;30;01059008_30_59;2018;5;7;0.52;1.32;1.05;1.01;0.94;2.09;2.09;1.91;1.91;1.58;0.65;0.36;0.28;0.31;0.3;0.28;0.34;0.38;0.33;0.28;0.31;0.32;0.27;0.22
1;59;8;30;01059008_30_59;2018;5;11;0.27;0.3;0.47;0.45;0.63;1.0;2.24;1.11;1.43;1.43;0.68;0.33;0.29;0.22;0.19;0.3;0.3;0.29;0.23;0.28;0.21;0.19;0.21;0.56
1;59;8;30;01059008_30_59;2018;5;12;0.26;0.19;0.19;0.22;0.21;0.25;0.22;0.36;0.31;0.22;0.33;0.24;0.4;0.24;0.19;0.22;0.2;0.18;0.16;0.21;0.23;0.23;0.17;0.24
1;59;8;30;01059008_30_59;2018;5;13;0.25;0.26;0.27;0.21;0.23;0.26;0.18;0.24;0.18;0.15;0.14;0.23;0.2;0.19;0.19;0.17;0.15;0.13;0.14;0.24;0.22;0.18;0.16;0.13
1;59;8;30;01059008_30_59;2018;5;14;0.14;0.16;0.15;0.15;0.18;0.15;0.2;0.16;0.19;0.16;0.18;0.19;0.18;0.78;0.19;0.21;0.15;0.19;0.21;0.18;0.23;0.19;0.2;0.16
1;59;8;30;01059008_30_59;2018;5;15;0.14;0.14;0.16;0.15;0.15;0.16;0.25;0.19;0.18;0.18;0.24;0.25;0.19;0.23;0.24;0.23;0.25;0.28;0.28;0.26;0.48;0.34;0.22;0.2
1;59;8;30;01059008_30_59;2018;5;16;0.18;0.19;0.21;0.24;0.44;0.6;0.81;0.38;0.24;0.28;0.23;0.32;0.35;0.31;0.29;3.32;1.38;0.28;0.23;0.26;0.2;0.18;0.14;0.16
1;59;8;30;01059008_30_59;2018;5;18;0.26;0.22;0.24;0.26;0.27;0.35;0.33;0.36;0.34;0.29;0.32;0.36;0.4;0.38;0.37;0.29;0.41;0.39;0.27;0.28;0.32;0.29;0.27;0.24
1;59;8;30;01059008_30_59;2018;5;19;0.24;0.22;0.29;0.41;0.53;0.51;0.48;0.39;0.43;0.63;0.46;0.2;0.33;0.38;0.26;0.21;0.18;0.22;0.21;0.22;0.3;0.31;0.38;0.28
1;59;8;30;01059008_30_59;2018;5;20;0.29;0.25;0.33;0.37;0.35;0.26;0.31;0.37;0.46;0.49;0.28;0.19;0.24;0.23;0.24;0.21;0.16;0.21;0.23;0.25;0.27;0.22;0.29;0.24
1;59;8;30;01059008_30_59;2018;5;21;0.23;0.17;0.19;0.22;0.55;0.33;0.5;0.73;1.35;;0.73;0.25;0.18;0.16;0.18;0.29;0.5;0.23;0.25;0.38;0.72;0.61;0.58;0.32
1;59;8;30;01059008_30_59;2018;5;23;0.31;0.38;0.21;0.56;1.59;1.68;1.43;2.02;1.44;1.12;0.58;0.68;0.72;0.53;0.43;0.38;0.3;0.22;0.37;0.57;0.5;0.45;0.72;0.47
1;59;8;30;01059008_30_59;2018;5;24;0.27;0.19;0.26;0.18;0.29;0.36;0.4;0.23;0.18;0.15;0.18;0.18;0.17;0.15;0.16;0.21;0.15;0.16;0.23;0.29;0.43;0.46;0.3;0.29
1;59;8;30;01059008_30_59;2018;5;26;0.2;0.19;0.19;0.27;0.29;0.5;0.3;0.26;0.22;0.31;0.24;0.19;0.14;0.36;0.12;0.09;0.14;0.18;0.18;0.21;0.31;0.29;0.36;0.28
1;59;8;30;01059008_30_59;2018;5;29;0.18;0.12;0.16;0.28;0.42;0.19;0.27;0.44;0.68;0.47;0.42;0.31;0.23;0.2;0.25;0.27;1.47;0.69;0.53;0.23;0.18;0.28;0.19;0.11
1;59;8;30;01059008_30_59;2018;5;31;0.11;0.15;0.15;0.2;0.3;0.29;0.35;0.3;0.41;0.31;0.46;0.63;0.32;0.27;0.18;0.28;0.23;0.24;0.32;0.41;3.0;0.2;0.2;0.19
1;59;8;30;01059008_30_59;2018;6;1;0.17;0.19;0.36;0.37;0.29;0.23;0.53;0.43;0.55;0.3;0.31;0.33;0.3;0.67;0.26;0.45;0.54;0.28;0.32;0.34;0.34;0.28;0.24;0.17
1;59;8;30;01059008_30_59;2018;6;2;0.19;0.19;0.21;0.25;0.24;0.21;0.23;0.27;0.37;0.41;0.17;0.63;0.17;0.14;0.11;0.12;0.15;0.12;0.15;0.44;1.02;0.4;0.42;0.57
1;59;8;30;01059008_30_59;2018;6;3;0.91;0.5;0.51;0.25;0.21;0.23;0.24;0.24;0.17;0.13;0.11;0.07;0.1;0.17;0.1;0.21;0.21;0.13;0.23;0.2;0.21;0.14;0.14;0.12
1;59;8;30;01059008_30_59;2018;6;4;0.1;0.12;0.13;0.19;0.22;0.27;0.37;0.43;0.15;0.13;0.05;0.06;0.07;0.14;0.12;0.07;0.21;0.16;0.12;0.17;0.19;0.16;0.15;0.09
1;59;8;30;01059008_30_59;2018;6;8;0.23;0.53;0.31;0.37;0.5;0.34;0.83;1.21;0.88;0.45;0.2;0.16;0.12;0.12;0.2;0.54;0.09;0.12;0.13;0.16;0.12;0.62;0.12;0.09
1;59;8;30;01059008_30_59;2018;6;9;0.1;0.1;0.12;0.06;0.11;0.27;0.37;0.16;0.11;0.11;0.28;0.06;0.08;0.04;0.09;0.08;0.1;0.15;0.2;0.21;0.14;0.06;0.12;0.11
1;59;8;30;01059008_30_59;2018;6;11;0.13;0.15;0.24;0.2;0.31;0.35;0.44;0.48;0.37;0.31;0.1;0.19;0.29;0.29;0.2;0.15;0.25;0.29;0.19;0.18;0.25;0.27;0.26;0.22
1;59;8;30;01059008_30_59;2018;6;12;0.27;0.27;0.24;0.21;0.26;0.32;0.43;0.15;0.27;0.26;0.16;0.13;0.12;0.11;0.18;0.11;0.1;0.16;0.11;0.13;0.08;0.12;0.1;0.08
1;59;8;30;01059008_30_59;2018;6;17;0.12;0.06;0.09;0.11;0.12;0.13;0.2;0.12;0.17;0.2;0.13;0.04;0.17;0.19;0.2;0.14;0.15;0.1;0.17;0.19;0.18;0.18;0.25;0.23
